"","x"
"1",0.000314306549592969
"2",1.27921981452062e-07
"3",0.0440702451313438
"4",0
"5",0.0261239716269892
"6",9.76875780822617e-06
"7",0.0725923860101761
"8",0.0258680596331679
"9",0.00477048109889255
"10",1.07188674935976e-07
"11",2.71560551823313e-13
"12",3.33779781591659e-10
"13",2.22044604925031e-16
"14",1.90958360235527e-14
"15",0
"16",0
"17",5.16756469837176e-08
"18",1.20570220474292e-12
"19",4.61103831549403e-05
"20",7.60492263607304e-08
"21",3.56153329050812e-10
"22",3.44101525051599e-09
"23",9.05664843003917e-05
"24",0
"25",5.15637393516677e-06
"26",6.27205614112114e-08
"27",0.000541634807451952
"28",0
"29",3.5425436185621e-06
"30",1.22795724655234e-06
"31",0.00174600294423566
"32",0
"33",5.97439629274055e-05
"34",4.33447959228284e-05
"35",0.00168159206728302
"36",4.96587395705239e-05
"37",0.0156117555415807
"38",0.00115839708990284
"39",0.00298203301004407
"40",0.00584211716973859
"41",4.23355385992252e-05
"42",8.30616697644615e-09
"43",0.030974360330681
"44",0.00041059101344032
"45",0.00898847338290787
"46",0.0453291205328548
"47",0.000698422204278182
"48",0.000845596557957684
"49",0.0279669335091765
"50",0.266851739724393
"51",0.00259544136695367
"52",0.000735175610832695
"53",0.119870462684838
"54",0.000253602509717954
"55",0.984682665069297
"56",0.0354539653252327
"57",0.0587435184819001
"58",0.126661578915731
"59",0.116214698686964
"60",0.0989413328468669
"61",0.317286777118346
"62",0.327181199088008
"63",0.08676425575427
"64",0.146752622244069
"65",0.0112569446835838
"66",0.0123526795922752
"67",0.158573855898232
"68",0.000169202539308633
"69",3.78110787124797e-08
"70",0
"71",9.98235495375255e-06
"72",0.0127443559427888
"73",0.0666617646034321
"74",0.0022705751003278
"75",1.07056941656136e-06
"76",8.00817634427631e-09
"77",2.8915537446661e-06
"78",0.00053859281468549
"79",3.99934442369965e-05
"80",0.000792397646903531
"81",2.61930816143341e-05
"82",8.74964701580438e-05
"83",0.0446431482176357
"84",0.0195145796797896
"85",2.91383760828712e-05
"86",2.84027966146461e-07
"87",0.0215420304842749
"88",0.0521197274043362
"89",0.0146402449675539
"90",3.86657836417559e-05
"91",3.64091901072783e-09
"92",0.000227212872869642
"93",0.0755870230564775
"94",0.00229575255127268
"95",0.0679183278415501
"96",0.000625403882313136
"97",0.0159470371842726
"98",2.95156921459316e-07
"99",0.00123872625659105
"100",0.000880183066200413
"101",1.19848575508286e-11
"102",0
"103",0
"104",1.70349085859556e-06
"105",0
"106",1.64656354106896e-08
"107",0
"108",0
"109",0.0272711153578739
"110",0.0101429961271315
"111",0
"112",4.92494933723719e-13
"113",0
"114",3.66373598126302e-15
"115",0
"116",0
"117",3.81583653563666e-11
"118",1.78126881023033e-08
"119",1.10273229491087e-05
"120",7.96531016922231e-07
"121",4.19464463163877e-12
"122",0.00503309527886941
"123",1.19360077377451e-12
"124",3.5704772471945e-13
"125",0
"126",0
"127",5.90354432006279e-11
"128",2.02060590481778e-14
"129",1.02234776200305e-10
"130",1.45522061067993e-09
"131",4.49876547126138e-09
"132",8.04249999930562e-11
"133",2.22044604925031e-15
"134",1.76927883455136e-08
"135",0.000131920373011796
"136",5.64602676833559e-08
"137",0.000214292761199442
"138",0
"139",3.23108206856659e-12
"140",7.95753871241089e-07
"141",1.11022302462516e-16
"142",7.13973324906192e-12
"143",2.39808173319034e-14
"144",0.00594017271858815
"145",1.15411952217315e-08
"146",9.93649607039515e-13
"147",1.92287397116075e-09
"148",8.08131339624651e-13
"149",0.0076412366687113
"150",1.46993528460371e-13
"151",7.22468359691808e-05
"152",1.11845137946709e-05
"153",3.33066907387547e-16
"154",5.25411825158528e-10
"155",0.0150828047591255
"156",9.60372514180463e-07
"157",1.56652035221416e-06
"158",4.28539728480892e-07
"159",8.0555331294363e-09
"160",0
"161",3.53428508681475e-10
"162",5.70285864087694e-08
"163",0
"164",6.96197646199437e-08
"165",1.78497316927206e-09
"166",0
"167",0
"168",4.52862192190651e-10
"169",1.72925157526649e-08
"170",2.95779021275422e-08
"171",0
"172",5.72651296705251e-05
"173",6.70213401443576e-08
"174",4.17776924166446e-13
"175",2.59575719807614e-08
"176",0
"177",3.56866323936167e-07
"178",5.52191625757814e-12
"179",1.02777681740829e-05
"180",0
"181",8.52351336178003e-08
"182",1.11022302462516e-16
"183",3.92505374313679e-07
"184",6.61493082532161e-12
"185",7.88813458996174e-13
"186",8.7072934618071e-07
"187",0
"188",0
"189",2.91060744946892e-05
"190",1.57429624891847e-13
"191",1.17128529097954e-13
"192",1.14774856285749e-12
"193",0
"194",0
"195",0
"196",0
"197",0
"198",0
"199",1.26684905232821e-07
"200",0
"201",2.25564011913093e-12
"202",0
"203",8.5540613847801e-07
"204",0.000414077310328498
"205",0
"206",0
"207",5.20015031035825e-10
"208",0.114630726760786
"209",0.00308630618298011
"210",4.86505280505867e-11
"211",0.0045871110153205
"212",0.0350472571901265
"213",0
"214",1.33226762955019e-15
"215",1.11022302462516e-16
"216",3.0721536425915e-11
"217",0
"218",2.38697950294409e-14
"219",0
"220",0
"221",0
"222",1.73194791841524e-14
"223",1.48820888945522e-09
"224",1.29216760624828e-08
"225",0
"226",5.55111512312578e-16
"227",0
"228",1.27591159859719e-10
"229",0
"230",3.36308545022534e-05
"231",0
"232",0
"233",1.58637198044431e-07
"234",1.33226762955019e-15
"235",1.49998821030728e-07
"236",0
"237",0
"238",0
"239",1.56541446472147e-14
"240",6.5704047758075e-09
"241",0.0431072880611706
"242",0.10686751190815
"243",2.88280081806036e-07
"244",7.05059844952061e-08
"245",1.12672352725607e-06
"246",1.96919726525024e-07
"247",0.000177815932384418
"248",2.18080770508777e-06
"249",0
"250",1.11022302462516e-16
"251",0
"252",4.04010158661094e-13
"253",0.0198196170804702
"254",1.2312373343093e-13
"255",6.45150599609678e-13
"256",5.47991652055657e-11
"257",0.000247109678110924
"258",1.81351600403445e-10
"259",4.9960036108132e-15
"260",3.04201108747293e-14
"261",0.031112874570587
"262",0.137943530872931
"263",6.85852563631073e-09
"264",7.91494770835399e-08
"265",0
"266",0.00116688825210831
"267",7.08211267408387e-12
"268",2.18544798924469e-08
"269",0
"270",0.00057618080342714
"271",2.22044604925031e-16
"272",0
"273",0
"274",1.69601270805231e-07
"275",3.35620420344185e-12
"276",0.00136037412219681
"277",0.000274800983985912
"278",0.0979768893401372
"279",0
"280",9.102994089627e-06
"281",3.98589742323097e-08
"282",6.85736856187447e-09
"283",0
"284",4.21884749357559e-15
"285",0
"286",9.10574726731284e-10
"287",3.18411963462495e-13
"288",0
"289",0
"290",0
"291",6.13031320584323e-06
"292",3.6169821582277e-09
"293",6.3840777109192e-09
"294",1.10338405079347e-11
"295",7.64943663966733e-14
"296",0.000269308310152816
"297",0.00604504478347445
"298",5.4130522286755e-08
"299",1.00094783673788e-05
"300",0.0143090925907109
"301",1.65879532332269e-11
"302",0.000366322878630143
"303",0.0633620082207901
"304",1.36078925905281e-11
"305",0.000155630748371771
"306",2.58559840204953e-12
"307",3.6232218336707e-08
"308",0.0484351770778592
"309",0.00377811457868071
"310",5.12763669749949e-05
"311",1.43006942290302e-05
"312",0.0345291705049839
"313",0.00364466741531022
"314",0.0378665783588684
"315",2.81792455419927e-05
"316",0.00210637982028794
"317",0.00631509038621425
"318",0.050680357096358
"319",1.53474831054989e-06
"320",0.185253409303512
"321",0.000515958453888632
"322",0.00169944758252971
"323",0.214902052104131
"324",2.05518413398664e-08
"325",0
"326",0.039916257886861
"327",8.98216848488342e-05
"328",0.0325964281813096
"329",0.00106192516896864
"330",0.0813982917285689
"331",4.44089209850063e-16
"332",0.0100017476955104
"333",0.0154590148798682
"334",1.17717040559739e-08
"335",6.26783004572529e-05
"336",0.0163697808248064
"337",0.136498081469463
"338",0.0154105503866033
"339",0.381434481459651
"340",0.00276350780676304
"341",0.150365431579345
"342",0.0176965576514582
"343",0.272694245092897
"344",7.2688248747621e-05
"345",1.86482912956087e-05
"346",0.124505806453333
"347",0.0362723714227068
"348",0.0995248701055031
"349",0.106770400100522
"350",0.11041990382843
"351",0.215501801249356
"352",0.0209760731120512
"353",0.0736261510082258
"354",0.00693864301194136
"355",0.000720130733461666
"356",0.104829764985683
"357",0.0481429472865099
"358",0.00496504810499809
"359",0.0159811821565933
"360",0.00358038524099979
"361",0.167870169777468
"362",0.013082378244247
"363",1.46549439250521e-14
"364",0.0825092111929171
"365",0.000473307033514558
"366",0.245918271771943
"367",0.0696907884535862
"368",0.00372402705577357
"369",0.00103986193797012
"370",0.00345691619228461
"371",0.000110460443409566
"372",0.00516006792043178
"373",0.0197319669024185
"374",0.0612902181423782
"375",0.10939883372519
"376",0
"377",0.411232969641338
"378",0.00971636561406086
"379",0.039073104935217
"380",0.0155946018619035
"381",0.18721150535325
"382",0
"383",0
"384",1.11022302462516e-16
"385",0.000484570186902622
"386",0.0025102929614047
"387",0.000107003497992197
"388",4.11560541705436e-05
"389",1.32145405729034e-10
"390",6.91132595598276e-10
"391",8.43095775748814e-07
"392",1.42026532956585e-06
"393",0.000850314724365697
"394",2.38697950294409e-14
"395",8.82974553895188e-06
"396",2.2981987738091e-05
"397",1.66533453693773e-15
"398",9.89831452358203e-08
"399",1.11022302462516e-16
"400",3.11533639196782e-06
"401",0
"402",6.66133814775094e-16
"403",0
"404",3.74084097032323e-11
"405",0
"406",8.32669488914917e-11
"407",0.000976977885204011
"408",1.05264286176521e-09
"409",1.44535465753659e-05
"410",3.07590157460069e-05
"411",6.55031584528842e-15
"412",4.32986979603811e-15
"413",3.78208575568806e-12
"414",3.87124617051704e-06
