"","x"
"1",0
"2",0
"3",5.3738464500519e-07
"4",0
"5",0
"6",0
"7",2.93881500323945e-06
"8",0
"9",5.6621374255883e-15
"10",1.66533453693773e-15
"11",0
"12",2.17733273337739e-05
"13",0
"14",0
"15",1.99356563479469e-08
"16",0.0754393119146693
"17",0.00901746208881715
"18",3.5527136788005e-15
"19",0.145167125215037
"20",0.00227837113694018
"21",1.03302027123497e-05
"22",0.120804980406869
"23",0.0199255825962152
"24",6.12728201510038e-10
"25",0.0554622477882005
"26",0.00513257782797705
"27",8.9682484489817e-06
"28",1.4181322782747e-11
"29",0
"30",4.38139524661096e-10
"31",0.279359053186321
"32",0.505673401622254
"33",0.0498093668951526
"34",0.0188974187713836
"35",0.0345655621851503
"36",5.65919511252844e-09
"37",2.91433543964104e-13
"38",6.34969854473866e-12
"39",0.00317498814624262
"40",0.0217898738954762
"41",0.205429869152533
"42",1.56463730860423e-12
"43",2.22044604925031e-16
"44",2.48199723551501e-06
"45",0.00295430099091731
"46",1.13055412753749e-06
"47",0.000176903089370462
"48",4.21001470330973e-05
"49",0
"50",0.292450058868088
"51",0.0345041608982547
"52",0.000128876230421238
"53",0.00189703467444879
"54",0.540417405563544
"55",0.188835730285386
"56",0.00163591820988929
"57",0.0145084131051517
"58",0.308570548371863
"59",0.000296024859655186
"60",7.16446978813456e-05
"61",0.00259562911001665
"62",0.108846493949262
"63",0.216709521527452
"64",0.161742684597774
"65",0
"66",0
"67",0.192219697274659
"68",0.00225000247758989
"69",0.0715210187724039
"70",0.00601106296488307
"71",0.0648472902608205
"72",0.0114560124291802
"73",0.161589696392704
"74",0.0284315513136668
"75",0
"76",0.0842043452599164
"77",3.54648199463181e-06
"78",0.0704275865238818
"79",0.00345007851730483
"80",0.173566429911098
"81",0.000455565571216843
"82",0.000117626892204514
"83",0.00490918943300522
"84",0.000108562577827098
"85",0.000746504629617006
"86",0.120042995665922
"87",0
"88",3.75591483200433e-05
"89",0.296293938046529
"90",0.000881706513988667
"91",0.00488302127398821
"92",0.257802462130583
"93",0.551579273563622
"94",0.000641210289040073
"95",5.73967704037281e-05
"96",0.0771927095050955
"97",0
"98",0.328410209982032
"99",0.000615700330598878
"100",0.00116168936225036
