"Participante","Canal","EpocaMOR","NumEpoca","Delta","Theta","Alfa","Beta","Gamma","Varianza","Ratio"
1,1,0,0,0.227089142041003,0.378387756410323,0.276054928193152,0.09404002248043,0.0244281508750924,3.45020325814536,1.63600421283604
1,1,0,0,0.260050882569706,0.418748201419318,0.232705977267182,0.0730517929466381,0.0154431457971563,2.46760394736842,2.22005505702875
1,1,0,0,0.266961511756328,0.44694851586224,0.221236504598504,0.0556476348418128,0.00920583294111596,4.70184906015038,2.57837097156102
1,1,0,0,0.247414200954023,0.409106603590023,0.270174121793444,0.0642462740400353,0.00905879962247489,4.88096334586466,1.96316018019114
1,1,0,0,0.274629300042846,0.432151391486992,0.244170011584254,0.045593509057903,0.00345578782800562,8.78505639097744,2.43916380489688
1,1,0,0,0.315949841326119,0.468687363200283,0.189380255899048,0.0242369509319154,0.00174558864263499,14.2384899749373,3.67309926090033
1,1,0,0,0.315943907581467,0.472372901886366,0.183764248368723,0.0251403890202298,0.0027785531432147,11.7944458646617,3.77357257034027
1,1,0,0,0.271078210965004,0.420054742185379,0.243321197595299,0.0557875535932835,0.00975829566103498,4.00705357142857,2.31064103074215
1,1,0,0,0.241849431573934,0.398143725905991,0.267407062010749,0.0728819583848566,0.0197178221244694,1.85250369674185,1.88073407933026
1,1,0,0,0.256445520956527,0.412148582706312,0.266960498803095,0.048068228612922,0.0163771689211444,2.98048897243108,2.12232741168368
1,1,0,0,0.273981851387048,0.425462218084348,0.245375192333689,0.0443798797788641,0.0108008584160505,4.24064855889724,2.41391484322215
1,1,0,0,0.274494514240096,0.42574702162443,0.24161538953998,0.0479570493965287,0.0101860251989649,3.79897243107769,2.41819124235805
1,1,0,0,0.214293487874871,0.359883944648274,0.277122102497766,0.128556455935151,0.0201440090439372,2.25241096491228,1.41535070214486
1,1,0,0,0.19521096852818,0.345989782430281,0.292454482595681,0.145351291485694,0.0209934749601645,3.36,1.23616631620274
1,1,0,0,0.307387633973996,0.474185931368001,0.184814198557563,0.0279788292808879,0.00563340681955227,7.22215313283208,3.67292844733314
1,1,0,0,0.250461943885489,0.409780243312893,0.258500063064719,0.0659584644786298,0.0152992852582693,4.099225,2.03490471400901
1,1,0,0,0.156410646384917,0.283045515140346,0.26089629502283,0.25498621024171,0.0446613332101976,1.046953320802,0.851853197270014
1,1,0,0,0.227257759515074,0.378029290151796,0.280135551223361,0.0984443300966483,0.0161330690131208,2.08936315789474,1.59883575312136
1,1,0,0,0.255071196780844,0.412120618813744,0.261995950487765,0.0544601566219533,0.0163520772956933,2.17764310776942,2.10832339969115
1,1,0,0,0.242402082846166,0.388519103645504,0.281859773593871,0.0703668973946721,0.0168521425197869,2.7596585839599,1.7912362647637
1,1,0,0,0.277545740950852,0.436315150055237,0.238516618817253,0.0377939710922127,0.00982851908444494,3.96885808270677,2.5835451737119
1,1,0,0,0.282206030077967,0.441291195151694,0.22760696056839,0.0388041933159276,0.0100916208860215,3.29949116541353,2.71571672086906
1,1,0,0,0.244072696707219,0.390384755602476,0.2737374976938,0.0777970960590669,0.0140079539374374,2.19571422305764,1.80482223822252
1,1,0,0,0.195366422801491,0.343829253205971,0.285990622728751,0.15173918311911,0.0230745181446774,1.67031171679198,1.23180023111076
1,1,0,0,0.192410101544903,0.337707435969277,0.279704516812289,0.16441534407395,0.025762601599581,1.47858239348371,1.19363618743898
1,1,0,0,0.221148490234663,0.369454058469111,0.27779129780427,0.104330773535251,0.0272753799567053,1.31419523809524,1.54558606529434
1,1,0,0,0.331773959935258,0.472048952134816,0.178344689583271,0.0135670564093472,0.00426534193730763,9.07479392230576,4.1885029387466
1,1,0,0,0.349861998045985,0.487315273556543,0.144689204908304,0.0150731733043186,0.00306035018484872,11.4768405388471,5.24014026937153
1,1,0,0,0.249062741390396,0.405407094325078,0.260528643839696,0.0698658020422295,0.0151357184026003,3.07379692982456,1.98087420618858
1,1,0,0,0.20597463260722,0.346519123418765,0.287059318611333,0.140882082302339,0.0195648430603424,2.0555328320802,1.29105002424722
1,1,0,0,0.205816435408582,0.359805399465393,0.284625515469809,0.135683589286419,0.0140690603697962,2.23491071428571,1.34572824731462
1,1,0,0,0.188619244505442,0.328338399143766,0.279237956719683,0.177543961171057,0.0262604384600512,1.82107769423559,1.13173841476987
1,1,0,0,0.221776186919889,0.379639518619597,0.279174195173721,0.103244304501174,0.0161657947856189,3.3362265037594,1.57266373371259
1,1,0,0,0.32501577763372,0.481105661916443,0.166684949259938,0.0237622913714205,0.00343131981847866,10.3809701754386,4.2327808839748
1,1,0,0,0.260245310653429,0.431300933539313,0.24992592816712,0.0536697287020998,0.00485809893803764,9.59982149122807,2.27785288934696
1,1,0,0,0.223125026095575,0.387275799986573,0.279825572180162,0.100507012865042,0.00926658887264909,4.21215538847118,1.60491330504747
1,1,0,0,0.235862099590742,0.405840129589795,0.26637248578436,0.0821148675570022,0.00981041747810047,3.66102750626566,1.84139316112271
1,1,0,0,0.202274120694866,0.356734908870239,0.294937545565392,0.134171437927123,0.0118819869423791,2.37176936090226,1.30272040686572
1,1,0,0,0.246235758733609,0.404087860764128,0.27242008232826,0.0664039596935587,0.0108523384804439,3.12146459899749,1.91935500095315
1,1,0,0,0.278188063315628,0.433765467128222,0.223901002918913,0.0485294093374035,0.0156160572998329,2.31802280701754,2.61334086949885
1,1,0,0,0.345289330343343,0.492957346275891,0.140285481789959,0.0181546970409776,0.00331314454982952,21.3985573308271,5.29061935428442
1,1,0,0,0.366946357057616,0.523876316192159,0.0882561298733097,0.0174002472960046,0.00352094958091043,37.1117838972431,8.43131950116208
1,1,0,0,0.31999680285696,0.468112709152906,0.184189975590743,0.0235726970551949,0.00412781534419617,17.8315278195489,3.79331620051372
1,1,0,0,0.241529241647383,0.396554976146773,0.304391695359163,0.0489520862669428,0.00857200057973725,10.7818543859649,1.80584532960411
1,1,0,0,0.250045794736211,0.410935162638555,0.294698972937598,0.0377156769213677,0.00660439276626845,12.2012976817043,1.98842306635764
1,1,0,0,0.209277845541752,0.360816049297572,0.323776700257696,0.0903144416375869,0.0158149632653928,8.46736535087719,1.37673530573492
1,1,0,0,0.112409400776951,0.213179802033659,0.220385415532844,0.358130531357628,0.0958948502989183,3.29184655388471,0.562800739652301
1,1,0,0,0.0752318082334454,0.144668247437832,0.163901465202952,0.395690850967004,0.220507628158766,1.75541829573935,0.392964751868557
1,1,0,0,0.0811409098672878,0.156767688324533,0.175371002760577,0.386587667824217,0.200132731223384,1.50436992481203,0.4233560413691
1,1,0,0,0.0914358736028373,0.173141607158229,0.182204874974282,0.368051484934019,0.185166159330633,1.48200476190476,0.480825847801482
1,1,0,0,0.083890111532779,0.159919341001056,0.172525340174758,0.367792004094786,0.215873203196621,1.58130169172932,0.451233807538497
1,1,0,0,0.0649088455607635,0.126727533115368,0.144631794502847,0.369039895578841,0.294691931242181,1.52653377192982,0.373071715604292
1,1,0,0,0.254668405665233,0.398125408079706,0.256154999180798,0.067005363520378,0.0240458235538849,4.15739323308271,2.02003057642491
1,1,0,0,0.223176073141615,0.371629192022213,0.278807195196982,0.106299242508748,0.0200882971304421,4.96571027568922,1.54452173977506
1,1,0,0,0.196188505874442,0.337645792090709,0.281596390593192,0.154565940777504,0.0300033706641535,2.44214479949875,1.2239348966416
1,1,0,0,0.233769354571682,0.386909065063257,0.274467496925574,0.0844522194689845,0.0204018639705021,3.47865106516291,1.72929597144959
