"","f(3)","f(9)","f(15)","f(20)","f(27)","f(33)","f(39)","f(45)","f(51)","f(57)","f(63)","f(69)","f(75)","f(81)","f(87)","f(93)","f(99)","f(105)","f(110)","f(117)","f(123)","f(129)","f(135)","f(141)","f(147)","f(153)","f(159)","f(165)","f(171)","f(177)","f(183)","f(189)","f(194)","f(201)","f(207)","f(213)","f(219)","f(225)","f(231)","f(237)","f(243)","f(248)","f(255)","f(261)","f(267)","f(273)","f(279)","f(285)","f(291)","f(297)","f(303)","f(309)","f(315)","f(321)","f(327)","f(333)","f(339)","f(345)","f(351)","f(357)","f(363)","f(369)","f(375)","f(381)","f(387)","f(393)","f(399)","f(405)","f(411)","f(417)","f(423)","f(429)","f(435)","f(441)","f(447)","f(453)","f(459)","f(465)","f(471)","f(477)","f(483)","f(489)","f(495)","f(501)","f(507)","f(513)","f(519)","f(525)","f(531)","f(537)","f(543)","f(549)","f(555)","f(561)","f(567)","f(573)","f(579)","f(585)","row means"
"block 0",3.90585289318736,0.700259713572368,0.0686718579483744,1.32960558150338,1.25957272301507,-0.156700780199765,0.0850415917145979,0.628150250608855,-0.470995003057765,-0.0884295045416142,-0.861090575788207,-1.24345362937832,-1.18362409142996,-1.94738384777463,-1.56514383112454,-3.28351549215533,-0.978083730038592,-1.83092240053844,-1.86985433489072,-2.25215412141043,-2.89802122396969,-2.96153994387106,-4.63116362029253,-4.51286030881723,-2.43660322017671,-2.43341539609139,-2.4543268025634,-2.37516000771513,-2.01404334031184,-2.27349427347957,-1.93976645139549,-2.60669352021646,-2.36580035968622,-2.8826511071622,-1.85686046323677,-2.08880562063181,-2.53715270763534,-2.07245433790933,-2.68246686446349,-2.6423698496755,-2.74998723654077,-2.6398613121658,-2.37950118734578,-2.76328330001995,-2.95928371390719,-2.9834660583622,-2.32197771042752,-3.81720051527302,-4.14250488842985,-4.25639177112332,-3.94598029189393,-2.8740857044953,-4.17445560716362,-3.18897184198869,-3.27552307006928,-3.88147693031132,-5.02078649401286,-4.95736011370304,-4.81403341627355,-4.75384718526697,-4.73821769151483,-4.37673911169014,-4.89715730363142,-5.0448613808902,-5.30682014769319,-5.27910345675157,-5.78552459566346,-5.34507485822417,-7.44015969163833,-8.09000387439222,-6.57970759746858,-5.63933996755334,-6.13820855828663,-4.81005020878406,-5.72005491896631,-6.82065748697725,-5.90855305921017,-5.69071173967613,-5.7723372676916,-6.80319913134049,-6.62525171194472,-2.86757006737064,-6.73080085300038,-6.28342053842281,-6.64725008896194,-6.1169482038342,-6.6863393656204,-7.29440112996246,-6.3749630149821,-5.83799270853218,-6.65756104183784,-7.14739872249144,-5.98657355634504,-6.11690135921219,-6.70481814398101,-6.8302910248342,-6.82921776809415,-6.55160443835849,-3.72240418657841
"block 1",4.14279673764498,0.432428936230319,-0.1762411812223,0.375558206511058,0.848276344194951,0.0517850608289648,-0.330838952069396,0.526907730133802,0.451905974029275,-0.128914351026737,-0.918708576453805,-1.50970218470206,-1.40546253019769,-2.31388433597934,-1.16714858908779,-1.23264224900335,-1.40479142292872,-1.49967406777276,-2.48946220771317,-1.98347338333571,-2.73286480750994,-2.44230180528642,-3.67836797801975,-4.46693965203523,-2.81836730932167,-3.07414274337063,-2.37056460842855,-2.43837032527217,-1.86276180297891,-1.96923491985339,-2.31664648183556,-2.49736865539486,-2.15683523231699,-1.62333611435006,-2.10344986756865,-3.14359924611007,-3.11899490848527,-2.22940964155547,-3.40784151393262,-3.69757650179649,-2.41661643320715,-3.79710271397377,-1.87891775078518,-2.54494517046576,-2.69545226121325,-1.78657331771032,-2.45217815536694,-3.06655702448119,-4.31651325182881,-3.09467753384193,-3.36079738444302,-4.17169379359953,-4.06243014839753,-3.40245233026183,-4.02950129307635,-3.8396322411834,-5.41196312460612,-5.29209710676958,-4.80035732139825,-4.53606334380932,-4.51035493626937,-5.12328879772758,-5.52251543298691,-4.86702727297972,-5.10013430331607,-5.19038786746174,-7.45400563942275,-6.85284179215935,-5.80647093711845,-6.6404571404661,-5.97520230737218,-6.54766102670867,-5.17740390007278,-6.22019646820334,-6.59345168071193,-5.14222574846525,-5.67787418441152,-6.8062151523383,-6.15503697019865,-6.0326723449146,-4.97179965797588,-2.96576027249767,-7.20094378173693,-6.19094808005082,-6.25398578989365,-7.35843239705288,-6.26326096349727,-6.59762364461936,-6.18393411840928,-5.78084097585406,-5.73497608026975,-6.27430444326238,-6.36096930525419,-5.9655548454237,-6.99931234637438,-6.24060133030019,-6.44886472942893,-6.3234597876891,-3.69742629908834
"block 2",5.11244595335056,0.972612211254246,-0.380594589967523,0.90838785854837,0.325728991043154,-0.170796159982525,-0.81627459546774,-0.666351615673518,-0.261739005830412,-0.384916379841867,-0.335321586624198,-0.914558190999034,-1.054078886806,-1.15377386011264,-1.85550027621795,-1.86898393693496,-2.40390557828069,-2.69342444864767,-1.87756955250226,-2.73507922809106,-2.26622889694394,-2.9156070058782,-4.79037768422734,-5.70473126093462,-2.99847068729039,-3.03352992993189,-2.81979483720412,-2.55265132890902,-1.38441420054841,-2.44853693777155,-2.33056476842243,-3.02065018622214,-1.7998125242229,-3.20923171706868,-3.3095337445126,-2.01548844381896,-3.29859789526656,-2.75798633355084,-1.99973937004894,-2.21156928328254,-2.86419601889095,-3.04473331554538,-2.96743876314624,-2.72693654778023,-2.80353561039798,-3.24081453917487,-2.59835739410057,-4.41344981388942,-2.65870932126696,-4.10673065660022,-4.02048751593022,-3.31127264683044,-3.54882515474713,-4.22934596338132,-4.04261805825855,-4.28016764304831,-3.9624633946269,-4.91477009422021,-5.05241419502131,-4.24312002481528,-4.89342942539392,-4.93559451261612,-5.18177386441307,-5.32493261103619,-4.70894308245113,-5.3493117582694,-6.03330951014445,-6.01963496061968,-5.8165085666448,-6.91224581016356,-6.13210468747301,-6.47053386253867,-5.54699036406895,-5.14095849898641,-5.83104495140882,-6.64290857252389,-5.92252199648835,-6.48578862199563,-5.95871306603472,-6.83127461289549,-6.37704269675471,-3.08191984767092,-5.94369644406228,-6.37290196909709,-7.12255993141649,-7.874396433721,-6.38669794614971,-6.17985817665308,-5.90457882835149,-6.67452094426219,-5.59744626383397,-6.67134207796841,-6.20773304853887,-6.85490205682846,-6.04573854359507,-5.98526915025523,-7.04000541103222,-7.32371935865932,-3.79524948010744
"block 3",4.70049214325206,1.09281463126041,-0.535914752035781,0.843625512880976,0.908860529308462,0.433295054271643,-0.652699854459716,-0.719675064906846,0.0120521146283994,-0.395700653211162,-1.17615796250907,-1.44744405229775,-2.70872219828774,-1.53960855699127,-1.91506525212912,-1.85950110375682,-2.77018589415749,-2.38233935888912,-2.63908024652355,-2.410099051378,-2.65065751843449,-2.48064823840667,-4.92372854859846,-5.41477642642216,-2.67155427570202,-2.63529827723116,-3.91264312036268,-2.94102870730126,-2.80262869977457,-3.05840457255575,-1.80328198211813,-2.18489663068312,-2.45021186383399,-1.95094260061345,-2.45453678941444,-3.06555942787445,-2.78384504687742,-3.82035270393864,-1.79145984631622,-2.08322031534342,-3.09038220943733,-3.02138345933586,-3.85229446926699,-4.03705330122695,-3.021826617095,-2.78612175996425,-3.20666790516547,-3.09800432251987,-3.16907090489716,-3.33479130997108,-3.87634274702258,-3.33640565389986,-3.9231620503182,-3.7991442206704,-4.18980073467924,-4.56487353037621,-5.00037505986676,-4.70064653708847,-4.66054747711675,-4.63389023118329,-5.14815170185181,-4.5480836263093,-5.15667226274676,-5.81277405880784,-4.74895408181255,-5.66727524245214,-4.92194353445765,-6.0389391979975,-7.30253376775616,-6.99884396163554,-6.69193520382427,-6.14266161706309,-5.86709239800913,-5.79217974441338,-5.93405133009218,-6.62451234055358,-5.98434326677518,-5.65705382916136,-6.6338592419433,-6.75638710622401,-6.19900598409317,-3.14672535502782,-5.83415116044402,-7.32549420771343,-5.7033613677331,-7.16519801831353,-6.04920170518482,-6.48033916823971,-7.33499930627945,-5.79566771667072,-5.77973747715388,-6.29732257117768,-6.67659114016302,-6.9257129704672,-7.26311867788648,-7.0327056862431,-7.3541376580777,-6.48726925863166,-3.89410715359411
"block 4",3.49231442674176,1.54551706744471,0.384477825633945,0.105839133280291,0.896703457628705,-1.262399508596,-0.378739370726525,-0.410585376783396,-0.571252579027039,-1.07755381519348,-1.43628229864545,-2.35821961269898,-1.90300615720801,-1.92198651508658,-1.31424767219432,-2.19073461440045,-2.65825479915714,-3.51030586192485,-2.09064004242253,-3.19068142677157,-3.21848177866557,-3.62949056065807,-4.89419838172707,-4.76375505705486,-3.34320326101653,-3.55706745414832,-2.30615297096444,-3.21389509661209,-2.66803027124632,-1.77457937603733,-1.87993228170191,-2.7594358394836,-3.3158797449443,-2.89704535212062,-3.71013553955606,-2.18026352766963,-1.84131587746135,-2.91964334498159,-3.0538575688504,-3.09524638362831,-3.06597843819621,-2.9955064374631,-2.90778039012214,-2.45816627598725,-2.8760217578368,-2.91224836108096,-2.78905653561009,-3.19715017073619,-4.04095413654421,-3.27347305444301,-3.96832589651625,-4.09656485529399,-5.86140443374028,-3.91762955173482,-3.62321317023965,-4.31750751025071,-4.46204004558018,-5.18586019124526,-5.32838926399215,-4.36164305336255,-4.44301960571559,-5.09463389642342,-5.34279277059741,-4.61577406464558,-5.51804486081885,-5.3549561362469,-5.91652890105843,-5.8715879103735,-6.14151543866151,-6.23483216933888,-7.63644284777198,-6.34188474250722,-5.59730377328404,-6.13020626662483,-6.90320148716357,-5.64213146262087,-6.46185254581744,-5.69300726999019,-6.11308568767293,-6.63904636525777,-6.53939687685238,-3.40352745460585,-6.91494593453576,-7.0077993562021,-5.63119649682339,-7.02917863222296,-6.43226679220317,-6.03044163422696,-5.753516989375,-6.90367201573901,-6.51374032981862,-7.10714705457159,-6.08594344061595,-6.05438063800767,-6.36857580321269,-6.635759457371,-6.69395155269459,-6.99584402528738,-3.962282588016
"block 5",2.76863465224804,2.41633213216038,0.770044181616513,0.826265221647787,0.677428890609198,-0.327396844885247,-0.625676551931223,-0.550742740681894,-0.446575707227686,-0.0634316030050796,-0.422594098526485,-1.50174099123027,-1.09880098250047,-1.41451224071946,-1.29021162053362,-1.61013403955075,-1.46890623971072,-2.13050841445357,-1.3120250154018,-3.40756297591285,-3.21072835142528,-3.41942329527583,-4.96588329171153,-5.06330342212999,-2.95726254070463,-2.02403704307818,-1.92945172397456,-2.33883247981131,-2.51063972569276,-1.45678968133767,-2.93037970014325,-1.36173996461741,-2.866082349614,-2.31081926658483,-2.13751833808497,-2.9064040319038,-2.65166131388278,-2.86947398356212,-2.76261160438472,-3.19547574485912,-2.98058783637372,-2.87920271944406,-3.46455333307373,-3.29016101131141,-3.14230728826069,-2.4334465951688,-1.79080694472191,-2.39628245227971,-3.48905869445832,-3.55452604076096,-3.93067225835659,-3.80178205986546,-4.20734506517095,-3.81637335123425,-5.0224730177997,-4.01166562680225,-3.95670944123425,-4.59462284828204,-4.55270827966674,-5.2513259046814,-4.50903137030476,-4.90890680023356,-4.92109449035135,-6.35898184201712,-4.88940444888391,-5.86471684380678,-5.30964786463494,-6.63743099203415,-7.02352971963876,-6.83205349759298,-6.05762500210303,-5.87707752780499,-5.86522858860331,-5.33418529438198,-6.38788428151485,-5.71579223309254,-6.00279827641512,-5.3834141364319,-5.82260937420058,-6.24129250075901,-6.72651542000917,-3.18593305644422,-6.86019196169858,-7.47074253937575,-6.12519892066597,-5.99001593170644,-7.54533655690591,-5.97677784984218,-5.71653285221673,-6.70386963096227,-6.45419195421676,-7.13501622045332,-6.71753336741671,-6.62014222474983,-5.99257035710172,-6.52846045970574,-6.17052438343504,-6.51730626989989,-3.76557968011558
"block 6",4.07683403285519,2.06069132964387,1.03163230774483,1.17675016886663,-0.0220302657463504,0.40098681564556,0.166557902467355,-0.380337318417046,-1.01452272310839,-0.96851394578332,-1.16837348177479,-1.55176698837551,-0.838745468921311,-1.38624047318756,-1.42121716294824,-1.52720178186613,-2.67724837251423,-1.55070712607877,-1.24861478565116,-2.41201410846638,-2.32571908792965,-3.13948216911468,-4.73434680864157,-4.72906472628357,-3.2496275657666,-2.29013882630613,-2.37008737759387,-2.32359949557093,-2.74336059128136,-2.17058308922988,-2.21412936940638,-2.71343671523042,-2.88692004604587,-2.99059370563658,-2.21959813134083,-2.21021476106069,-2.28236485999644,-3.2868209294109,-3.3739443858247,-3.15056220348166,-3.77007287970741,-2.39623446943349,-4.51601802269244,-4.15992692793572,-2.66477135115226,-2.94418833362495,-2.91066100961891,-4.37410313586492,-3.68163033160552,-3.41712223400615,-4.58724643522641,-3.28391373854419,-4.18520438142794,-4.14133780372782,-4.33074252619634,-4.15260046835875,-4.21469294537689,-4.00233733550208,-4.05543581141195,-6.11175781399665,-4.48428287243477,-5.01862959331576,-5.17613563750507,-4.83779294451959,-5.35739475487003,-5.62554114417367,-6.31427704824366,-6.08413019301321,-5.97420541008304,-5.9964661245276,-6.00439124069165,-5.90392569431238,-5.52437647289657,-5.40373405301426,-5.88038125997472,-5.99756120427905,-6.16365243954814,-5.63455382929644,-6.07456180140942,-5.38007483360459,-6.1693548324272,-3.1708726079823,-6.09556572651287,-6.06272614029146,-6.71193391743029,-6.13985143423711,-6.23163744169095,-7.35024467626352,-7.13473567052961,-6.44548908388798,-6.90811459621546,-6.24957413791771,-6.46027257010928,-6.29493560621473,-7.03922301251146,-7.52652040066053,-6.7186492668312,-6.18161540550631,-3.79883734005217
"block 7",4.54505730336714,1.49433270080789,0.366718344168215,0.451606899392357,0.154269435007977,0.216426286013761,-0.437747209594544,-1.42886970015517,-1.43886759627209,-0.703167944715428,-1.65199086835242,-1.07056420938563,-2.05303674293874,-2.2392199349043,-2.22471653850212,-2.2168124496643,-1.61211898994623,-1.6788104551024,-2.76126957026228,-2.00989641165793,-2.25834669928353,-2.8115654733713,-4.62468678603862,-3.46887091375372,-2.79191032762675,-2.52393739365956,-2.38722745409977,-3.05795597678645,-2.39260261933304,-2.35702340882327,-2.21617457793119,-2.91991875479359,-1.89034215294714,-2.02719198162318,-2.12349765319971,-2.09537072333509,-2.18985451527451,-2.52160743804863,-2.45444432674338,-3.56256436569424,-3.15597776688901,-3.1583129633551,-2.77050078620698,-2.8666505101302,-2.79621857390016,-2.78947104152281,-2.70327475886428,-3.03469019856556,-2.84774193921029,-4.4087042795907,-3.47912448609859,-4.00680258761538,-3.42295848877957,-4.11227601303564,-4.11388836267744,-4.42200743005346,-4.48275081932705,-4.68452556819626,-4.49105735958611,-5.62300127237368,-4.61459299203102,-5.00352922108823,-5.62571842706733,-5.190319666584,-6.4898722658656,-5.31842582664655,-6.18335530836363,-6.25584345894969,-7.95085977701612,-6.32931888520382,-6.28842664445654,-5.4094644726451,-5.61813488843121,-5.83401723566828,-6.96644617831733,-6.60818646908499,-7.02823510788966,-6.49439874639927,-6.5995346767058,-6.15970326436458,-5.7929942161022,-3.22635529229343,-6.27786221179573,-7.13604214789273,-7.01078467833484,-5.66435866589435,-6.48940119284049,-6.39052888809911,-6.33473624698916,-6.16316405296641,-6.70286499365548,-7.08467681945487,-6.63039597531899,-7.1212920987694,-6.41379315646517,-6.63532130012855,-7.26437983351464,-5.61370414534603,-3.85984434520083
"block 8",4.32191076290814,1.21066634419258,-0.268944383458987,0.171390728539453,0.458235518976528,0.678644340546463,0.34233133691019,-0.0360303592622191,-0.263808310877658,-0.204351189247165,-0.51840306702243,-1.11165838499355,-1.69203165491841,-2.42216009690189,-1.74538126123262,-1.57232070956062,-2.06033837142272,-1.95761708923553,-2.07641838304526,-2.85099343885976,-1.5759632006893,-2.95441334366038,-5.07053033034616,-4.09242553736452,-3.27253774284142,-2.8907679205556,-1.86129029030154,-1.74420383336725,-2.25707510895764,-2.87307966599244,-2.62028020219365,-2.14034514791497,-2.8201340233012,-2.78114818885556,-2.82302438460887,-2.32400934987637,-2.92167427808282,-2.48579593711513,-3.09434166483695,-2.16454924369647,-2.8675112295819,-3.08498551579276,-2.53770192754027,-3.06681749710471,-2.39884621868688,-3.30117339745931,-2.61953679121744,-3.56886672933684,-2.97293413469856,-3.75361148256895,-4.02624466047338,-4.52778307561513,-3.79831239750857,-4.03514682518321,-4.26318086013619,-4.44014573952033,-3.82902334801027,-4.65908223374543,-4.60928836827504,-5.1210569024577,-4.05629236553954,-3.9326630560623,-4.81323119462625,-5.94034173816529,-5.28297260505572,-5.34020445597549,-5.77550323301106,-6.44968603040205,-6.00207384016192,-5.80809948489632,-7.25968256753524,-6.18286111522229,-5.66494593117958,-5.72769916526472,-5.90527982964381,-5.96578472946746,-6.15833730444002,-6.86169905723814,-6.20239264717195,-6.29241582004079,-6.11560034865717,-3.20561880014442,-6.25482354851325,-8.16625272040046,-7.09097439771176,-5.90390708384531,-5.94879564333489,-6.47087375357707,-6.02542669432261,-6.35628106101368,-6.45700033452631,-7.00262896422899,-6.4937775058981,-6.81644081778431,-6.79647538529218,-6.28170211745185,-6.9267200392247,-7.18713076401488,-3.78539502600488
"block 9",3.94746949935728,1.64917587803203,0.125956100853614,0.657162801090538,-0.0470897477266224,-1.25720205563883,-0.653205056717062,-0.274826869310842,-1.00442454377861,-0.542099704197123,-1.19449587962903,-0.998287260599236,-1.84243915294918,-2.18859707536952,-1.45233162521342,-2.15797279787611,-2.22846501325845,-2.63694777763738,-2.5752270215661,-2.70791649599488,-2.3916945077957,-3.29435099882038,-3.52138833791478,-4.5607927773133,-2.16332913661465,-2.20882546862891,-2.79857403819305,-2.52407849468945,-2.46565622416524,-1.98572299008804,-2.24934874087663,-2.36885459936562,-3.83991024904789,-2.56509665832222,-2.52995883859165,-2.59038974205475,-2.61046311336516,-2.32008283424967,-3.09250381655775,-2.68650034775652,-2.14236225100265,-3.2276087926641,-2.22608550527004,-3.69238988155417,-3.19370245907874,-2.83051037183514,-2.24569336821292,-3.61084696959937,-2.91910949297976,-2.98715688357667,-3.447440660883,-4.76880476292745,-3.70206110894615,-3.95473333065957,-4.09260331432078,-3.95677463383589,-3.97916357792571,-4.94515307084247,-4.77335152076628,-5.60329227147713,-5.47603681190798,-4.91451760234834,-5.11630203846565,-5.3738482034018,-5.60154963312872,-4.55608485310401,-5.4900338540011,-7.08568460784881,-6.62823984375164,-6.23359620826769,-6.03445145285566,-5.58215634944044,-5.79996553217969,-6.42066949783543,-5.82434812076216,-6.53697710561469,-6.6082709596313,-6.25364761314506,-5.76248317162661,-5.50480105433623,-5.92276637661491,-3.02827299237429,-6.35810116131267,-6.63439990048729,-5.44150498395235,-5.92634344767995,-6.31035736402938,-5.95684108750663,-6.31491137544107,-6.40318565571082,-7.08229941758541,-7.25817366531665,-5.97535946124875,-6.76144268467731,-6.56120179015792,-6.67502779067551,-7.00937742802198,-7.01074796528369,-3.8151235612513
