"","f(3)","f(9)","f(15)","f(20)","f(27)","f(33)","f(39)","f(45)","f(51)","f(57)","f(63)","f(69)","f(75)","f(81)","f(87)","f(93)","f(99)","f(105)","f(110)","f(117)","f(123)","f(129)","f(135)","f(141)","f(147)","f(153)","f(159)","f(165)","f(171)","f(177)","f(183)","f(189)","f(194)","f(201)","f(207)","f(213)","f(219)","f(225)","f(231)","f(237)","f(243)","f(248)","f(255)","f(261)","f(267)","f(273)","f(279)","f(285)","f(291)","f(297)","f(303)","f(309)","f(315)","f(321)","f(327)","f(333)","f(339)","f(345)","f(351)","f(357)","f(363)","f(369)","f(375)","f(381)","f(387)","f(393)","f(399)","f(405)","f(411)","f(417)","f(423)","f(429)","f(435)","f(441)","f(447)","f(453)","f(459)","f(465)","f(471)","f(477)","f(483)","f(489)","f(495)","f(501)","f(507)","f(513)","f(519)","f(525)","f(531)","f(537)","f(543)","f(549)","f(555)","f(561)","f(567)","f(573)","f(579)","f(585)","row means"
"block 0",2.6003910448344,2.06262202553983,1.10753822493883,0.0417223516772858,0.378675850258408,0.0291170993330263,0.342243640055662,-0.509547744393867,-1.70702008507255,-1.54835920248343,-1.4038319200512,-2.64021728560287,-1.7759795362893,-2.92172491927885,-3.15704419432435,-3.57152858889298,-3.11547099475761,-3.93758890698906,-4.80632148329337,-3.71681384977113,-4.3904398756766,-5.57598591986524,-6.89200644318065,-6.93181139914911,-5.62328874726567,-5.3969431305583,-4.90218637999609,-4.81564426176965,-4.83872999096869,-5.24747187562183,-4.69403857381627,-4.70003750802192,-5.15386550928506,-5.24357625493365,-5.83727135431701,-5.29524549820894,-6.68716790612481,-4.96735913686777,-6.42171836522202,-5.73270249493166,-6.74096278445199,-6.0394205240379,-4.97210373417404,-5.33268686409914,-6.02482396671922,-5.0536086533254,-5.91478592989988,-6.02349822884556,-5.55180186099379,-5.8602318888114,-6.76721615325036,-6.49378468944891,-7.08443909951461,-5.50528741118866,-7.23787825494585,-6.9528235549766,-7.13453851082348,-6.10746121451072,-5.64310487121297,-6.6532444181985,-6.14989686164274,-6.60247174568831,-7.3156604640748,-6.86488977003667,-6.82786931103218,-6.49115043076724,-6.65130352051094,-6.94275563638416,-6.52784184208792,-7.34366529189423,-7.4321009226505,-7.60941495607865,-6.73425113852178,-7.53739599349073,-7.41432888898416,-6.54896507861891,-6.69605977943939,-6.65954589815992,-6.31110399580676,-6.15171887803974,-6.42898199447869,-6.80265459651202,-7.1632630025315,-6.96025550480654,-6.57275311844751,-6.88667915127632,-6.52028847073412,-6.34860084140482,-7.52026009832095,-6.54920766994981,-6.38788429219008,-6.52218401804672,-6.76194123451336,-7.69637305297353,-6.71546735613681,-6.72668852930649,-6.20954248697529,-6.83149808788112,-5.2970127104507
"block 1",3.2142096460138,1.06276635085013,0.87349444630202,-0.304406073471216,0.935490886229084,-0.238615909222332,-0.876430841029817,-0.556668089592406,-1.30576910444741,-1.29054699939349,-1.13754132158512,-2.06524493182812,-1.86664220744297,-2.85888305415839,-3.19997117834098,-3.75760987121457,-3.63571818217324,-3.34158790675538,-4.29905128560251,-4.17345911024793,-5.03267375167452,-5.25342643598848,-6.37195731385597,-7.2223091309369,-5.70654472896956,-4.41771821752858,-6.51451510888781,-4.0829662322224,-5.32524269078449,-5.15374818320285,-4.96622724756076,-5.13697768924235,-5.29276176672215,-6.25977451476391,-5.43917461111565,-5.43825948090794,-6.07765918055945,-5.34496718674989,-5.5979183904845,-6.1288918566383,-5.62594851404544,-5.96952403228263,-5.40952249726388,-5.44615157301278,-6.12059717971704,-5.95140074244629,-6.43769831433118,-5.4076745990397,-6.03388510929972,-6.7994807077194,-5.97870476499285,-5.97089736150221,-5.58257507270003,-7.92760520888359,-6.73537513488455,-6.28308222420506,-6.20519347287851,-6.70913826102695,-5.91488584930202,-7.24796448775412,-7.26550302396725,-6.08299716979372,-8.56462417296757,-6.38286272624859,-6.78847371011909,-6.56027440761685,-6.91337509204933,-6.73355480359259,-6.73960436683873,-7.81553285475907,-6.55327905129849,-6.19978277558845,-7.2209449791564,-6.74451628616846,-6.31550441467046,-6.30388175766437,-6.31589735477606,-7.52318992877057,-6.68795621831577,-7.41466659561044,-7.13346896111254,-6.43479472091332,-6.98279377468626,-7.34222023059074,-7.22158797114791,-6.47378450838308,-7.10316926034337,-6.1786387312671,-6.34218306257243,-6.17384423409885,-6.86601518127303,-6.4365165878259,-6.8017898728981,-6.35552751759665,-6.57766953758742,-7.01647008050666,-6.64985698231709,-6.83490290631326,-5.32035570790409
"block 2",4.54912795033679,1.30151065805384,1.42729000680689,1.2565561621833,1.08785097643079,1.2034137717283,-0.809869382062274,-0.837673796546546,-0.840101026985161,-1.3864088665478,-1.33570667359301,-1.9915579309506,-2.89980923439701,-2.68830420502395,-2.77960281598933,-3.32834517355759,-3.89305642355577,-3.36188695438223,-3.69785659314794,-4.64369290132288,-5.18875126972835,-4.57568516390537,-6.8723930442795,-6.00086921237586,-5.3754559328567,-4.7831060116488,-5.09486281272612,-5.08496348410055,-4.83552621645389,-5.08481878332744,-5.06685465415971,-4.91848659382749,-5.74208619810342,-5.41535120161936,-5.10463417290435,-5.77207004758019,-5.01839946989406,-5.25516825527891,-5.94851329234687,-5.70334489087749,-5.81953634431944,-5.38420923832716,-6.2419065003807,-6.06380955522198,-5.63622398569584,-6.15458884005419,-6.80357844643879,-6.8835452862374,-6.70114923536051,-5.80592292144803,-6.85432540134106,-6.58813773290209,-6.22253092314626,-6.63157765128191,-7.11090621024146,-6.61688381163029,-6.35224895019913,-5.84888856880284,-6.29168131348603,-6.12292724376186,-5.97870025802746,-7.02351486876834,-6.20968472922037,-6.69211849261827,-7.01420028597766,-6.72156557848171,-6.84067947437542,-6.85797575266061,-6.7086921872953,-6.66236536283432,-6.81586430149175,-7.52803190487081,-6.42945855625267,-7.21439421280098,-6.56191859125188,-6.92653898886258,-7.38417500378791,-6.33887663634262,-6.38613076178448,-6.7839475583573,-6.99943497454461,-6.6129263711412,-6.44660383990958,-6.49392237457544,-6.99592474304923,-6.50998523289821,-6.22175266075968,-7.51495026005025,-6.56542405383679,-6.78755348684588,-5.73782888982306,-6.69317258727218,-7.29660566206258,-6.48543085331808,-6.93186708222943,-6.49380207118773,-7.10711395934657,-6.15418612232482,-5.22215673522481
"block 3",3.52230779328667,1.35205340372995,1.5141506201258,2.09749339754188,1.93160584607706,0.121292050214879,1.01981708461695,-0.576500673601598,-0.349947843453826,-1.8654860072349,-1.45966174398178,-2.08826025142369,-1.89653254628498,-2.61884472473935,-2.44316214352731,-4.71495789034376,-3.14239391008478,-4.32772841871539,-4.22367000784688,-4.30103138067967,-4.88282460495789,-5.07288513578588,-5.39442597424093,-7.85081923207743,-5.49434738623065,-5.04486121952423,-5.28727900178317,-4.79727953974997,-5.36321650161325,-4.86062289115042,-5.26674279909778,-5.96491328137232,-5.55463410250568,-5.78461173301863,-5.6811199603555,-5.67489845259021,-5.30942782098072,-6.89245671234357,-4.97808290091646,-5.75820044620308,-6.14419941744823,-6.47052603464024,-6.19008429408224,-5.50065588168589,-6.32187378936161,-5.70577910368811,-5.3872030156686,-6.94190739911822,-5.46315425704565,-6.94596373910613,-6.57523067966739,-6.49633373205217,-5.86249622143871,-6.09493074987689,-6.41919751658399,-5.81014965753444,-7.30690435783574,-6.21493465788254,-7.14059767641674,-6.82225610895769,-7.00166162712979,-6.85130468797358,-6.49514252249922,-7.28176718791195,-6.28269824947158,-6.83711439403936,-6.29514263023341,-6.80454451406021,-7.01442738624257,-6.75186249040092,-7.12462801163613,-6.47223762028576,-6.90461218656602,-7.8059228909798,-6.12922501778139,-7.1241322341588,-7.47448468048333,-7.27000352282327,-6.32136001148047,-6.57688544882274,-7.08002706388714,-6.50280341350546,-6.13400813689456,-6.38940637835687,-7.2909355563752,-7.09044163838519,-6.25349873339743,-6.30987879975889,-6.72907158544893,-6.45321842798517,-6.26224829810725,-7.09600188315004,-6.92945115357005,-7.02073460922007,-7.32096822130371,-7.18798242292964,-6.35034652679294,-6.13995242681877,-5.27079201963042
"block 4",4.05396701313853,1.97367462183599,1.55987425061846,2.57262354675408,2.09787509414917,1.66729907933111,0.670726845117895,0.532945940957867,-0.284129567699772,-0.660654126610511,-1.13230605485309,-1.36304372834872,-1.80540137941836,-2.53265367412709,-2.02720373093664,-3.4960690225882,-2.49188945777218,-3.4106758069737,-3.56902320953891,-3.8410934093764,-4.25674561039605,-5.19034099793826,-5.18384468075291,-5.86977365046791,-5.65143860988451,-4.02415128001097,-4.3529312933745,-4.14075379477757,-3.42520149795625,-3.92443846893415,-2.98439656643271,-3.36075796463388,-3.70833269483386,-3.94611818584692,-5.01184811488527,-3.48767341373352,-4.69904574058977,-3.72939733691135,-4.87559177036701,-4.23031774818028,-4.15248930237823,-4.49516092686938,-4.28095390904433,-4.11564409147184,-4.2340193219807,-4.49610345655132,-4.83279555831889,-4.95100904258467,-5.37664957481825,-4.35618862513919,-4.85109387769533,-4.60407914783081,-5.24857047502793,-6.07469353841324,-5.57833839395713,-5.91511104266798,-5.14047409714599,-5.74004158900053,-6.1013775223603,-5.62326848323982,-5.367455165214,-5.77284090224869,-6.21576563937957,-5.80868946437672,-6.0800373606848,-6.18852581848295,-6.56349602267923,-6.12648103857699,-6.58582450673441,-7.26252723031515,-6.60370540216998,-6.18421286012248,-6.38325812472662,-6.46496071728362,-6.49526684184536,-6.10742922383855,-5.89130769138739,-7.05149474255806,-6.31329206676372,-6.82015108607818,-7.03300631188399,-7.4040924703647,-5.86856075419126,-6.23023489805166,-7.21134867897542,-6.52550023707841,-6.51481775995898,-7.0306077810015,-7.26500034510598,-6.43389768958798,-6.1373641054093,-6.76668919238891,-6.5195582291612,-6.40913861715252,-6.38218261087503,-7.47753526152723,-7.14201262842275,-6.97298547554794,-4.54405686863158
"block 5",3.54047877693116,0.454021426130792,1.5868121458178,1.57568838204744,0.732222898410675,1.05056161302946,1.1251982460002,0.649189370459521,-0.228158149337341,-0.727104982739533,-1.33541875438022,-1.7228393956623,-1.9342075154015,-1.5904443726119,-3.67915009079046,-2.4452317918145,-1.77104019309492,-2.19584624627668,-2.76789497839629,-3.79291666252503,-3.04965023826483,-3.19013355142049,-4.18199598358856,-5.14275359086862,-2.92179333838998,-2.09117889827945,-2.53239754740688,-2.42169576514032,-2.08506854051126,-1.84780790859415,-1.85661051154813,-2.33670781611222,-1.80584591472576,-2.21690559063913,-3.83627366306339,-1.54426285810142,-2.23502772833269,-2.24754944993498,-2.56858714027378,-2.37321886363784,-2.6253449719269,-3.53888313630534,-2.25143492902387,-2.17171423889837,-3.34250750126667,-3.26426649686399,-2.92294671219578,-2.63791939507589,-3.4509173891609,-2.99580671104424,-3.42288654782285,-3.59755231012309,-2.95153930831396,-4.03263296381165,-3.4590803003825,-3.59162104007318,-3.68966666224858,-3.97867681432013,-4.17657088971062,-4.35928829527293,-3.72208962296445,-4.07342431749492,-3.91659291219776,-3.49641922052534,-4.34070518423313,-5.82426587408847,-4.66937442432245,-5.52871058467532,-6.0530349104676,-6.8812427620505,-5.32630911300293,-4.54482094111901,-5.46580239064764,-6.0721538590506,-5.30894106248722,-4.98620193815866,-5.12609261830295,-5.57688889142995,-6.42409368466516,-6.02313033911471,-5.42156711386933,-5.97214418781927,-5.23397949059084,-5.33969438644789,-5.40931202955543,-6.81526617762144,-6.3162049671521,-6.02629462449715,-6.00354620579628,-5.49545931154921,-5.24936305550703,-5.99637200409834,-5.11964361920276,-5.61986753176857,-5.72360126438679,-6.21779622458329,-5.77782592894307,-5.98717815261757,-3.46436951748861
"block 6",3.81233437670114,1.73572278193371,1.27296625911199,1.67372070330154,1.23648826153077,0.512196698571327,0.591804851533614,0.9234078918047,-0.776863612800666,-0.562103519701109,-1.16278866838709,-1.8720613927947,-3.85040237359563,-2.32583305974803,-2.71854868404353,-3.36683127970495,-3.97163721563199,-3.37950100050624,-2.50923396536469,-2.61892857368557,-3.67602652212342,-3.87645376312903,-6.8079898982665,-5.62015690702014,-3.59067830961115,-2.91877948951586,-3.5907663800141,-3.93797866080538,-3.21732546957543,-4.09910680071992,-3.14674226875413,-2.84292243060648,-2.80498799259954,-3.4876940415647,-3.55166714841586,-3.9606278155721,-5.0034498353413,-2.82369096601856,-3.45035648356041,-4.06213233522313,-3.98087072753647,-3.96226129891993,-4.61715413846002,-3.64946510046066,-5.22713086278318,-3.4343961235597,-5.0108186984514,-4.25986972717712,-4.83095538474703,-4.1227526937166,-4.52511678218849,-4.35636774657332,-5.59003299165736,-5.95790006609522,-5.43005708783196,-5.46590226050506,-5.72506003245833,-5.31901816600082,-5.01943836271087,-5.60766123671044,-5.19883863122226,-5.39159921981751,-5.59476398186201,-5.97978696879365,-5.88690206777871,-6.13165459332636,-6.50188393499652,-6.93861311286625,-7.54934873922138,-6.48320121833469,-7.01779085655699,-5.94648607508273,-6.12507420355919,-6.00715028301411,-6.0323646099072,-6.01408137040622,-5.69782082376999,-6.15739020114988,-5.91531619761184,-6.954721616637,-7.09656225737842,-5.76305655316691,-6.5104216083157,-7.0829366846439,-6.95206789378499,-6.69221578234499,-6.22845058639629,-6.70196252840663,-6.79449901312699,-7.20237316041587,-5.9063822558756,-6.4703822418132,-7.05576321630264,-6.40369442532732,-7.53557076200387,-7.4060831196533,-6.67217988272716,-5.93736592826283,-4.42708786871753
"block 7",2.33813427678804,1.66842335550107,0.748235908407315,0.856382597313054,-0.271508677630942,-0.453238419903818,-1.10572034801652,-0.665559108821273,-1.23758038128441,-1.62673479713658,-1.59498842184262,-2.39035748243911,-2.71266772669295,-3.81694023786949,-2.93665602412981,-3.47440180426121,-3.49213916598343,-4.01371006215561,-5.2301550174235,-3.79884970245916,-4.47168434140557,-5.61973202624427,-6.08971358553604,-6.86571200997694,-4.85778148146662,-5.44235136239206,-6.61605391712504,-4.41776861078954,-4.97457068014269,-4.29138425894963,-4.69987465551748,-5.94442438873846,-5.38300006254081,-6.04748624508268,-5.2885089999871,-5.25575666064641,-5.26664416226744,-5.26531239001712,-6.29540704041554,-5.434158787438,-5.86444294621162,-5.68897225944605,-6.59698409992998,-5.48769727192541,-6.1049554185246,-5.74723309117227,-5.95699909327774,-5.96786245277706,-5.32505213830277,-5.98733237760834,-6.8522098062018,-6.27277488402259,-6.72823769328786,-6.05767498186767,-6.66172310784269,-6.08003098386242,-6.42213428576154,-6.16124245377362,-6.66761782007816,-6.53393774223729,-6.6687674545222,-6.75364953792367,-6.72617750681465,-6.5758635524867,-6.86790547047732,-6.0161419988937,-6.57619027408751,-7.0015122066895,-7.26748079808526,-7.81909849000445,-7.46936819533285,-5.90573824116723,-5.61965592519199,-6.63063745005062,-6.9825077309878,-6.41479978469887,-6.18963345154978,-6.76698860511961,-6.73913712008567,-7.02274151505905,-6.43517581336155,-6.27638503950103,-7.15294431830538,-6.76435900891947,-6.13745650746683,-7.64021384990138,-6.26287762185949,-7.16949257875051,-7.3858627281916,-6.39131578503954,-6.75069475894096,-7.31301546183316,-6.64244945864603,-6.33493610729448,-6.63946619402635,-6.56780473259591,-7.1416340418385,-6.83826952210242,-5.31388592502689
"block 8",4.59593834412223,1.92975122889966,0.752237775492319,1.31331039140529,1.47407167984769,-0.0381776603871609,0.162927853729631,-0.227917250633508,-0.662298590652078,-1.62191243601426,-1.79610005974397,-1.44861906486092,-2.39721323872165,-1.74238278975434,-2.44223564578581,-3.30470959705813,-3.04257498889395,-3.54145485664692,-3.25483747739282,-3.5899525502653,-4.16471261582886,-4.68915170551538,-6.14967329762813,-6.09772398822629,-5.48313892974423,-4.51552013839745,-4.84076838095752,-5.49920161286539,-4.55651560860958,-5.0086120950525,-5.83363180032411,-4.48640181276473,-4.96459339701464,-5.49402737035001,-4.99148470477332,-6.07490621240466,-5.14991518160886,-5.86839633677278,-5.64209393014582,-5.73222207662133,-5.86697881806846,-5.69306097455419,-6.51977440134243,-5.68573763995335,-6.53732477371181,-5.31682818809324,-5.93781431999192,-6.44656911758498,-7.20724967593652,-6.35517226798333,-6.46553301854142,-6.05166043554712,-6.07727818069815,-6.4229615921586,-6.62016283191513,-5.81663395951939,-5.86474067852094,-7.56373318302359,-6.51909512884686,-7.16749721400496,-5.83046228222758,-6.23291186634739,-6.62880577227187,-6.69642431090465,-7.36496625494559,-6.6130450457507,-6.54541161953091,-6.45771858567141,-6.48497345768657,-6.27476956206949,-6.58186911952518,-7.29137925543309,-6.55080351487084,-7.25573288683096,-6.68378959191696,-6.43956389893864,-7.0618964156618,-6.65484598410477,-7.53824695664669,-6.60335477767085,-7.16852808182333,-6.36908680076661,-7.17403959791778,-6.50329295934117,-6.22715992401419,-6.88274364812992,-7.51405214791589,-7.52425377259907,-6.38336180900529,-6.49491840299238,-6.72360498524957,-6.23276022122389,-7.5982825543042,-7.10313513844897,-6.55975190092395,-6.16783958500317,-6.52402608749256,-6.72642147215856,-5.16253955895135
"block 9",3.47194355987637,1.70588441991873,1.18556197719742,-0.247354486662339,1.35697627788594,-0.0540911092382053,0.302136222176818,-0.414651210885755,-1.08508672982145,-1.84926488177339,-1.33468709403007,-2.60440986235114,-1.64652650662897,-2.8602885514785,-3.14506365356635,-3.66262636865633,-5.15549804585976,-3.81039495524816,-3.81548145946712,-5.16456451286253,-4.72066224490021,-5.11346269325338,-6.62426593349844,-6.33287837736194,-5.31162893143599,-5.03918689571403,-4.51155789069272,-4.8420429442758,-5.00336279402612,-4.86300237271446,-5.29258244195922,-4.9070106850133,-5.31406670622594,-5.40251419788257,-5.4590184772798,-5.14545033354577,-4.92943215702424,-5.31647127356395,-6.11434682539341,-5.55285534874926,-4.76903653331658,-5.78964217821297,-5.32535283532303,-6.53267951448915,-6.02328895047194,-5.35515715520964,-6.99541522189394,-6.50051924784501,-6.41529034145207,-5.79646676045972,-5.92152380422365,-7.18431721716778,-6.83568684991081,-5.99099848716547,-6.57708256542115,-7.13130066134499,-6.32070937872852,-6.17844307246295,-6.4980291692493,-7.08533975329689,-6.08931642547468,-6.16500547408422,-6.06547794610414,-6.18772624144678,-7.07730747281979,-6.74202765152899,-7.17658332981022,-6.76999223793198,-6.39486837250933,-6.83162224243749,-6.34746507999485,-6.81826375596591,-6.54514110435948,-6.97916575016476,-7.72964317812495,-6.53292031507023,-6.46106952399378,-6.05918723425273,-6.59319091604523,-6.27325482272432,-6.13354305923464,-6.32985575967198,-6.62541975502862,-6.81721287372214,-7.86095939002382,-6.6227084771148,-6.75184258238633,-6.18996101879256,-6.64093195464994,-6.31764011694177,-6.76480327344139,-6.41030496138238,-6.62294797029468,-6.33631930270558,-6.57182800018115,-6.80163583346692,-6.43699454272627,-6.71683293688484,-5.21061772527678
