"","f(3)","f(9)","f(15)","f(20)","f(27)","f(33)","f(39)","f(45)","f(51)","f(57)","f(63)","f(69)","f(75)","f(81)","f(87)","f(93)","f(99)","f(105)","f(110)","f(117)","f(123)","f(129)","f(135)","f(141)","f(147)","f(153)","f(159)","f(165)","f(171)","f(177)","f(183)","f(189)","f(194)","f(201)","f(207)","f(213)","f(219)","f(225)","f(231)","f(237)","f(243)","f(248)","f(255)","f(261)","f(267)","f(273)","f(279)","f(285)","f(291)","f(297)","f(303)","f(309)","f(315)","f(321)","f(327)","f(333)","f(339)","f(345)","f(351)","f(357)","f(363)","f(369)","f(375)","f(381)","f(387)","f(393)","f(399)","f(405)","f(411)","f(417)","f(423)","f(429)","f(435)","f(441)","f(447)","f(453)","f(459)","f(465)","f(471)","f(477)","f(483)","f(489)","f(495)","f(501)","f(507)","f(513)","f(519)","f(525)","f(531)","f(537)","f(543)","f(549)","f(555)","f(561)","f(567)","f(573)","f(579)","f(585)","row means"
"block 0",1.67378700931841,0.601725615498216,0.230364098125887,-0.0169842891607138,-0.706454551104153,-1.57990325229532,0.804916993997828,-0.330656087847484,-0.680954041396998,-1.17151182448466,-3.05225939866384,-2.83950831020615,-1.86357210390383,-3.36212578513977,-3.02800860463592,-3.15817396884372,-3.68441927319118,-3.51190468898863,-3.59987130495847,-4.2542232245165,-5.30428497615792,-4.87319875185774,-5.59997615818011,-5.5594682210513,-5.19693389856029,-4.63775310021647,-5.3046784889311,-5.84375338037549,-5.5917202095275,-5.5673479923806,-5.16541595828267,-5.22808495940048,-5.81794598172147,-5.17677411285355,-5.83077917440965,-5.34493650510576,-5.62750438380013,-5.15870897597888,-6.3315540260193,-5.82407521781345,-6.2537877711421,-5.72970706557076,-5.93485433300729,-5.56123645840057,-5.41171790076528,-4.05549758855051,-4.82765119037502,-6.12814835719524,-5.86926318314573,-6.00871801403864,-6.4388310132091,-7.25746014165849,-7.50944421068959,-6.26621268675369,-6.21340391400782,-6.4788505904798,-6.585543755638,-6.27228759824723,-6.55280222411682,-6.52205020232033,-6.21918212365482,-6.59886237552456,-7.16665364223305,-6.69730597238127,-6.49737335475331,-6.6338587486852,-7.04648609172513,-7.48274052901644,-6.98947058251108,-7.6383411795654,-6.07545532230954,-7.23578754737795,-5.98727782243411,-5.91867587420007,-6.20157303877407,-6.7458708560883,-6.26486704112316,-6.67112054938236,-7.38248745589695,-7.57813291401068,-7.29772368652327,-5.43172276269403,-7.49562267900169,-6.37673306096308,-6.44775725383406,-7.09333631581653,-7.44059973809642,-7.47809943643188,-6.18204831664685,-6.90638537170519,-7.44985571972047,-7.07583234861264,-6.84107057623331,-6.64584096782332,-6.28383563643504,-6.34656779064255,-6.47901922427126,-6.47013362216638,-5.318018440751
"block 1",2.15960383716974,1.26068381510576,0.172084528046236,0.174453365890879,0.013982147671904,-1.6927037431738,0.265004789309365,-0.240472599242488,-0.648303111612579,-3.20255928408794,-2.96471221289294,-1.39391069454419,-2.4968826129061,-3.23040470418258,-3.08174303564852,-4.56681481623128,-3.99658064891294,-3.38844472286676,-4.26376034453114,-5.02033505528612,-5.61011383296706,-5.11967109854825,-6.26767852632987,-5.97922850807517,-5.891026199975,-5.30809997191917,-5.02827976091457,-5.06846221329048,-5.49589748001971,-4.88831531700002,-4.601565216254,-5.15690711745297,-5.41541232183244,-4.81444137657548,-4.79017254840989,-5.43345905121497,-5.71442714856048,-5.66213863794213,-5.79748909857361,-5.50011107260458,-5.96783808075265,-5.91443017916368,-6.03884000228731,-5.1962210689713,-6.07544677353439,-4.16503340262738,-5.12232305066517,-6.22333706796675,-5.38513070131027,-6.20625548082266,-6.94187735242735,-5.74448870566458,-7.18375452001698,-5.8650590623101,-5.67709868812424,-6.5218742318418,-6.78657206364759,-6.48882111658096,-6.62923982950259,-7.68092353178331,-6.24467900246962,-6.41996987577162,-7.15084404716776,-6.58037577659675,-6.09165273183234,-6.66099374986037,-6.34679995930837,-6.98108510557972,-7.14013879105008,-6.94549805277257,-6.93771082934414,-6.96892164449121,-6.69580810092201,-8.19535424545886,-7.08025634269761,-7.32513895777957,-7.24566512088087,-6.89795186123388,-7.29470560687152,-6.14473975188351,-6.78920899023598,-5.16412345035837,-7.09564671548065,-6.67373753054461,-6.45001492688764,-7.16352391660238,-7.30129654468046,-6.83225458599334,-7.11411122407921,-6.75045922737363,-6.54846840380143,-6.74945920373051,-6.92585969709261,-6.75663276963887,-7.04770729737885,-7.59427582940311,-6.86587122521374,-6.08906230843009,-5.35468652971719
"block 2",1.79338568713128,0.629733593531179,0.809818320651065,1.08285950760644,0.0473996067756812,0.558749110627059,-0.0998417331758794,-0.079638474608653,0.0883609158228979,-1.44755139585068,-1.11623646386053,-1.1659069415267,-2.08797414133197,-2.85158131591156,-2.94121576560059,-4.00246901250275,-3.86031682730799,-4.29499892077273,-3.86065238973449,-4.37181763831516,-5.37927825778169,-5.3232966405713,-6.05047665884805,-5.67731330647654,-6.78102061839468,-6.45276039718572,-4.36522225507263,-5.39509079458657,-5.08706104905609,-4.98499650836612,-4.67354532914004,-6.47851583812101,-4.62099982435376,-5.61030051359787,-5.22380856392983,-5.10009606484339,-4.83352444316221,-5.47139936244164,-5.24446295555688,-5.15033743684004,-5.74411271088586,-5.88196826826251,-5.49477982164438,-5.3823496206185,-5.78299073071866,-4.91915965580427,-5.0979876721384,-5.84400136876811,-6.16530859057012,-5.79793976043559,-6.02104343958662,-6.74156919430958,-6.62015851817846,-6.53697883349709,-6.06190324697647,-6.38503108438307,-6.2731429366737,-6.40154956735107,-5.92074113457156,-6.38623890574609,-6.91243494837028,-7.09196526882794,-6.58071078561639,-6.22747981629293,-6.31986486546544,-6.07602239193814,-6.72418096622311,-6.62147849617153,-7.07124458225419,-6.69925554323907,-6.29789524441949,-6.49426330256605,-7.31367449963726,-6.76523772860629,-6.62898879194623,-7.51825941778647,-7.36768142400702,-6.70655488785394,-6.41654487063977,-6.31747484474782,-6.98261725232718,-5.18085276621414,-6.74857229845151,-6.4939334928514,-7.2518607550808,-6.81116824795419,-6.89597590063304,-7.48423803394419,-7.39381897772279,-6.24687923585411,-7.52705572384945,-6.60617625421311,-6.11478469251741,-6.73506367221535,-6.97662215532363,-7.35817828219785,-6.57891127925473,-6.6250349833987,-5.21117666161646
"block 3",2.18164115194305,1.44990945777194,1.54553040422912,0.955279601924876,0.856663985776882,0.699559942214978,0.639409280585381,-0.541863602795511,-0.436220883514812,-1.00186502041985,-1.7041830367755,-1.62694956550127,-2.9438634106608,-2.38853903762086,-3.01424899157591,-3.12066274163291,-3.22768883818452,-4.23680982657397,-3.95318833141389,-3.84637537814973,-4.42646484561891,-3.66852095179169,-4.72587614345202,-5.19019673720687,-3.74430527360931,-4.38363467047226,-5.19992759585642,-4.50444773204954,-4.34510773629265,-5.08550244991213,-5.64368441629673,-5.36197430336575,-4.73766112828979,-5.45757498474634,-4.82083542337404,-5.11836515010294,-6.08515840773741,-5.63753791361132,-5.40365842539778,-5.5377146266497,-6.46664636903716,-6.09944104655526,-6.10299731636956,-5.41145046604839,-5.96952385799267,-4.77489400152246,-5.28176522448193,-6.5601244163549,-6.74436711796032,-6.66203122341486,-5.5345147748757,-6.81977915715398,-6.10570350065814,-6.22601657718142,-6.16780620847024,-6.52705994359559,-7.12662680997256,-5.85682690684303,-6.49686875299307,-6.68420672913266,-6.36835068688247,-6.83644281287301,-6.54703466225043,-6.18529457751871,-7.02969203394245,-7.17024072067843,-6.8735689988021,-6.91592197819385,-7.60911042532589,-6.50503409509391,-7.21080361621232,-6.86294666360444,-7.05856524766466,-6.60675954889313,-7.08051849423947,-6.72850814793474,-7.00526224804887,-7.37822513672155,-6.6289524626001,-6.33234965456011,-7.14920947756171,-5.22246332306436,-7.17909642626838,-7.15352470045299,-5.83029046408835,-6.81944535943006,-6.54695281355405,-6.31631826417612,-6.85794391688709,-6.2622863298269,-6.89224590055966,-6.67298816333199,-7.01172489784765,-7.51982820067057,-6.81401794331046,-6.22426313633268,-7.01787286320032,-6.12416644615814,-5.13223964281207
"block 4",2.2890760330129,1.34011900317396,1.26722616853098,2.31753632793019,1.83820653356643,1.44898089904165,1.03271700075253,0.407391829943115,-0.251678317618776,-1.49527449129483,-2.07255796489079,-1.53545692411234,-2.12682960893542,-3.0313106162033,-3.02496534947561,-2.96157795061453,-3.22567477856971,-3.76807202411144,-3.94827339520663,-3.82112176472459,-4.74078117804829,-4.7903142613226,-5.67952281794282,-5.83040748845744,-5.56068853797296,-5.42380532035661,-4.94059331765507,-5.19791817857251,-4.44437025346874,-4.48607629936936,-4.41265060317313,-4.89625016907614,-4.81845650897187,-4.38111533357655,-5.61184513723053,-5.10485586801854,-5.16317104815472,-4.83988715459281,-5.45238263619837,-5.43818380200026,-6.36768387424437,-5.17447171210547,-5.52740694109012,-5.50612855228225,-5.78168295770775,-5.00234846908632,-5.2514051041035,-5.12506618469941,-5.97707411383304,-5.78816270978553,-5.7006350939514,-4.97291745660062,-6.03977466297104,-5.45590630955563,-6.83016493933844,-5.98645485408671,-7.01476472391934,-7.36577397401702,-6.9288858578644,-7.00208857336761,-5.83189018803723,-5.81267303457208,-6.72843933783213,-7.55115965994466,-6.56177275191991,-7.44736394965499,-6.4969507866048,-6.79653609466574,-7.66560299332362,-6.70964790193996,-6.53600252539542,-6.28070735805822,-6.77093368891597,-6.7501163718634,-7.49190600121664,-7.48556482496383,-6.487444227838,-6.28986769589759,-6.5591704884294,-6.44256219015605,-6.24852039490238,-4.79888849408371,-6.51213048261523,-6.08075186602247,-7.14821834368628,-6.03254519662895,-7.4629081210567,-6.74979033156972,-6.33471125964636,-7.1126901604552,-7.1030988142956,-6.73369023280412,-6.46466150080384,-6.42883260104549,-6.65518004031814,-6.87501683686953,-6.9126732538065,-6.76468860501165,-5.02498898954517
"block 5",2.77620778434664,-0.221350038560887,0.558942895201211,0.90140421249872,1.16806730403494,-0.304369412751982,0.370016147318479,0.22968034554199,-0.0884290874851663,-1.32157607243158,-1.30311339577991,-2.33125858588725,-2.31646572610786,-2.22422026766118,-2.07560532159852,-3.29151109369744,-3.26454499385934,-3.07884362531761,-3.15382683696587,-3.71090402027666,-2.74964641369545,-4.39871110339681,-5.84969895021093,-5.42770376556534,-4.52310397883238,-3.50832511908071,-4.1578847375952,-3.48378213163012,-3.37343892129756,-3.50183573289379,-3.50557594297729,-4.44212599094198,-3.4640404765713,-3.574762409614,-3.77839229062307,-3.64295967287124,-3.73370129596276,-3.38283463828809,-3.9460343952631,-3.9524692870525,-3.64117468217588,-4.83039615868304,-4.78161192638693,-3.60450650741217,-4.39353292722147,-4.57575375948853,-3.57380677098233,-4.58433444826101,-4.82647164295203,-3.99652420586864,-5.9485403351641,-4.13463776322077,-4.66165894950122,-5.643182648389,-4.54646965413569,-4.69064067398258,-6.22177016416119,-5.54372818944365,-5.73660339561938,-5.36421737980299,-5.80763862516612,-5.77919675214234,-5.85649596238194,-6.57735805357408,-6.07256032938621,-5.41750790679849,-6.55360649783548,-6.16937558579448,-6.93754013612008,-6.10831449111702,-7.34526934911717,-6.12305529609477,-6.65310856673014,-6.36523132676525,-7.30207634162055,-5.46318421383136,-6.43405007876259,-6.24993195089249,-6.73846343193396,-6.79879920504464,-7.09346477350288,-5.52511105063552,-5.67436076071273,-6.45692815977066,-6.32283027475094,-6.71201779665611,-6.28078140054654,-7.22713174560434,-7.48489109355176,-5.84202562487196,-6.72330095013348,-6.4332723244104,-7.24445246024105,-7.36584847455362,-7.49109045828178,-7.29770235408222,-5.86320110330606,-5.75094464019218,-4.50939192626091
"block 6",1.13362393722292,1.36857703340849,-0.163882513212075,-0.164324027564772,1.83931589707113,0.576910451883853,1.30192479751285,-1.1335134075777,-1.37340846336057,-1.24856926528829,-2.14050572623061,-2.27096548223065,-2.43370390059377,-3.06398666117567,-2.9336266394865,-2.89700037087611,-3.30795226447041,-3.47930819863146,-3.4731697926564,-4.17549128338402,-4.10361865871538,-4.94633647054243,-5.60968105077476,-6.15735265075347,-3.926577994806,-4.21975128186803,-4.54658917907914,-4.29240182695462,-4.8745188005694,-4.09369775184657,-4.40451885626688,-4.71804629263347,-4.1746253014668,-4.78005932269646,-4.90031991865328,-4.56140631500373,-4.59052298162389,-4.5212414859157,-4.87735846919139,-5.3466371048863,-5.00782011035998,-4.64693402393483,-5.12652697865685,-5.59209594135856,-5.22575808668486,-4.39040036804362,-4.87481928711988,-4.71876834040682,-5.92342293060488,-5.99284888775626,-5.93453838476145,-5.64041290781633,-5.94128482476162,-5.33634520705061,-6.19941643694648,-7.00803009200307,-5.93505507038224,-6.26004861278587,-6.26210710307645,-6.74893202963714,-6.52782022291599,-6.34712554111893,-5.37488221895312,-6.41948743876745,-6.69835361518421,-6.46834500755964,-7.18559007157589,-6.55758112221715,-6.7781436701201,-6.23438482677656,-6.83567952655946,-6.68287661424463,-7.16144303734195,-7.41391629557415,-6.81638800298568,-7.16330290865353,-6.81931794317961,-6.96531738425809,-6.35326312039371,-7.77836173428022,-6.99816100747215,-5.53133391373155,-6.69751840202056,-6.39482594665756,-6.50602042506304,-6.43684587947783,-6.83350943352312,-8.09219647982385,-6.86815998748067,-6.71052722393043,-7.59183863135577,-6.52289130714538,-7.52692023519768,-5.87135488274051,-6.75920905226627,-6.57531890806434,-7.44639324151134,-7.0487517497132,-5.01472694110072
"block 7",0.413208006598415,1.8148936385588,0.842382571500367,0.0885400285931319,-0.64116054670609,0.463059638866014,-1.22047669148216,1.04403593326256,-1.25823524236441,-1.58242384219905,-1.84975707724842,-2.63642085339499,-3.17442264083202,-3.00638532049376,-2.66981136334833,-2.76739801468964,-3.54758633089682,-3.32127957750327,-3.34048141745437,-3.99958829479058,-4.38249262941748,-5.2480149572639,-7.63760269006308,-5.73124015295926,-4.74839291429967,-5.91259497812536,-4.82092907089483,-4.67057951013577,-5.83851363548162,-5.13294911271969,-5.70879845313336,-4.88028155532734,-5.14082406667385,-5.47157857771344,-4.99146972331284,-5.1444261207727,-5.45147930811092,-5.52480285250659,-5.57214122761344,-5.48005801842784,-6.42481931532968,-5.57178701065717,-5.78045011717246,-5.34360811355137,-6.34487488143577,-5.33975390545646,-4.73539289022757,-6.33336287716996,-5.68172070167182,-6.75367996992691,-6.65050333989513,-5.87083084704642,-5.88942713005471,-6.42300188988957,-6.43228397734073,-7.00434480431322,-7.50614661350801,-6.55930068185471,-5.7246452622981,-6.72955831134393,-6.872944016775,-6.87698174583789,-6.9571500170041,-6.8646678655998,-6.5279269790008,-6.6607242973522,-7.18015971468584,-6.2678222291045,-6.74620996316119,-6.6450574287017,-7.42692887196026,-7.59073856881739,-7.44904230697019,-6.01225476658523,-6.57428104517593,-7.31872723519308,-6.62762508156656,-7.32417375236677,-6.61900927122993,-6.73159438561915,-6.24057884997708,-5.50515388756373,-6.90032475938793,-6.51682035843121,-7.047900842485,-6.34256680534139,-6.46595932880399,-6.92287007776746,-6.32114381801708,-7.05614272784,-6.78378359301733,-7.81928715225288,-7.2930456432652,-7.26568166085614,-6.76823628888612,-6.86609528317224,-6.74867343928508,-6.24989357829309,-5.29924640029053
"block 8",3.49680609632413,0.849372825120367,1.05306225544822,0.72664788120912,0.559723659751138,0.336505551249316,0.100459346111681,-0.699498249911398,-0.913235961955943,-1.27416429360992,-0.708814479935524,-3.06690968057641,-2.75672071323104,-3.55311111913675,-3.52550597011457,-3.23154717936393,-4.36729074992695,-3.78535743370903,-3.12337261022842,-3.77008339352537,-4.08539772227814,-4.91232596609631,-5.9928344215572,-5.75616718294223,-6.07665310741941,-6.40188514847205,-4.93951768558338,-4.8598131781761,-5.61421281031345,-5.2747817502723,-5.11171568157448,-4.86177199094718,-6.18593836266619,-7.4703191730123,-5.21321129982799,-5.65886285282631,-5.01913381591839,-5.51198291076895,-5.41697512874203,-6.2033878561493,-5.57550762294047,-6.04788589480766,-6.14029862815929,-5.04726183277878,-6.3708048900173,-5.14817277634736,-4.97394737689564,-6.24617336808479,-6.31309899884056,-5.87383154370317,-6.2212253423315,-6.53551489717171,-6.74259537810562,-6.18115993493655,-6.32874760393162,-5.70085368725795,-6.59438681130471,-6.21299998191819,-7.34185909575594,-6.29105556056366,-6.09902325899647,-5.98602613125326,-6.41456393027409,-6.14281076999726,-6.78464225197261,-6.30250170500737,-6.53913598044053,-6.94334144648332,-6.306499019692,-6.41047235969975,-6.34464780587246,-6.41726868867032,-7.04274381433287,-6.86498135127661,-6.85936890848228,-6.55855371413317,-6.3757059084443,-7.51858165694329,-6.76880018861581,-7.02006539245236,-6.61397957000187,-5.46391054857604,-6.55324085301556,-6.48585868951672,-6.85374001999791,-6.89905302228297,-6.16717818283722,-6.90093652996285,-6.47108136069732,-6.67678241915246,-6.79327357460528,-6.77448609576775,-7.66209255932944,-6.75160418972016,-6.56974012793267,-8.05637835242087,-6.29303763508437,-6.48428239019602,-5.2273234070974
"block 9",1.87330625819684,1.01502999537701,-0.176660357645359,-0.381043479679873,0.370153853770305,-0.249128639441886,-0.283800829238725,-0.440205160375215,-1.89243836635076,-1.98482109644931,-1.58092655593892,-1.51377406807894,-1.41513028966068,-2.82954616072931,-3.57252970457777,-2.86840709501943,-4.1514907666793,-3.79097765820928,-4.88760383938123,-3.96618637675103,-4.64451079035723,-4.78220105282015,-6.57271251273345,-6.11750114590025,-5.47116579549386,-5.49123673835079,-5.74740936853478,-5.11663344744145,-4.44366166858133,-5.16439812152047,-5.48162404001247,-5.71596244767662,-5.70617721661013,-4.89618467720408,-5.85568719927754,-5.02069475524443,-5.97797989585045,-5.48288962423437,-5.10413845037558,-6.07444769820434,-5.66207543943135,-6.03392680094808,-6.08810234273399,-6.46962341455865,-5.53406780629959,-4.43069508071723,-5.379758422195,-5.95533706231176,-6.09217815047286,-7.35629181516766,-6.24436133253389,-6.6895521246398,-6.2781328457486,-5.85826388970754,-7.29582005686725,-6.07548161741499,-6.59674106559625,-6.80343688690827,-5.95664678294737,-6.20599265585803,-6.43486092398112,-6.55356931458897,-7.22784010461053,-6.34618050644484,-6.44969570919182,-6.19943401654316,-6.85199144761613,-6.4410862284065,-7.08252914715165,-7.45173253944942,-7.06721330901621,-6.94255076363627,-6.5790316702569,-7.21151810752221,-6.09459300953539,-6.98090807281453,-7.28577367096071,-6.84638518110877,-6.98648628053931,-6.82375106343857,-6.59776636283064,-5.23361753130116,-6.47756355530241,-6.03305726603142,-7.04923310616618,-6.77372564598858,-6.64600770812323,-6.40261512831179,-7.06316167603498,-6.7326579498358,-6.99935168292595,-6.83174100375973,-6.76774281219496,-6.19062249310316,-6.61043020569978,-6.7413516077869,-6.52588561193499,-6.31497904164791,-5.29029106155242
