"Participante","Canal","EpocaMOR","NumEpoca","Delta","Theta","Alfa","Beta","Gamma","Varianza","Ratio"
3,1,0,0,0.0609483697497721,0.117284773643114,0.134042898786044,0.347119295381365,0.340604662439704,0.438840334417766,0.370422168560638
3,1,0,0,0.0608397791463537,0.119773652461817,0.143954692155893,0.358404627097005,0.317027249138931,0.511571425571237,0.359530369371422
3,1,0,0,0.0582029706825446,0.113355773471998,0.13657388746771,0.361003982506164,0.330863385871583,0.458435628971163,0.344787729734747
3,1,0,0,0.0615715186863003,0.120815640546108,0.142667162305439,0.385637938678664,0.289307739783489,0.470733510126466,0.345230736732743
3,1,0,0,0.0767109139430707,0.153165508289016,0.178836924855167,0.413442849609111,0.177843803303636,0.380189241202346,0.388121344241429
3,1,0,0,0.0889776788214763,0.171734180432042,0.18949408819732,0.398487800717206,0.151306251831956,0.405967589198436,0.443401173010309
3,1,0,0,0.12051864067284,0.225223752960031,0.232909003405764,0.348057090082963,0.0732915128784027,0.537925219941349,0.595116302840794
3,1,0,0,0.144553884247475,0.257847649865477,0.250483581277734,0.280146387403873,0.0669684972054409,1.06049593719453,0.758346791291775
3,1,0,0,0.127434334226113,0.233840542090899,0.232202746000616,0.314185692623875,0.0923366850584963,1.18628971163245,0.661205199045768
3,1,0,0,0.124434809009851,0.226760089868396,0.226776328557361,0.331072381532935,0.0909563910314565,1.2285324165292,0.629552228993056
3,1,0,0,0.0776351263546787,0.149870262198526,0.167298179587136,0.390457489922784,0.214738941936876,1.41487864086938,0.407894354087167
3,1,0,0,0.124776409484308,0.237232448659347,0.242599565416241,0.300041774103944,0.0953498023361597,78.460752535435,0.667123626194332
3,1,0,0,0.124776409484308,0.237232448659347,0.242599565416241,0.300041774103944,0.0953498023361597,189.942452307857,0.667123626194332
3,1,0,0,0.124776409484308,0.237232448659347,0.242599565416241,0.300041774103944,0.0953498023361597,115.86391064119,0.667123626194332
3,1,0,0,0.124776409484308,0.237232448659347,0.242599565416241,0.300041774103944,0.0953498023361597,33.9130676376924,0.667123626194332
3,1,0,0,0.0922300858224194,0.180367673049778,0.208269280610862,0.393942571745535,0.125190388771406,6.41169167735826,0.452660899657734
3,1,0,0,0.0894379337018346,0.173797865586994,0.191877535659571,0.39179058767054,0.15309607738106,1.17262981694465,0.451002528263734
3,1,0,0,0.0826320882235881,0.159429202434096,0.176863064040776,0.388736214741198,0.192339430560342,0.734682306940371,0.427973124681076
3,1,0,0,0.151384133926044,0.26132751026329,0.232200668867818,0.244340380808672,0.110747306134177,1.40610282830828,0.866056857996833
3,1,0,0,0.151425432223032,0.270038476988282,0.250922597194157,0.249663929397596,0.0779495641969323,1.54970304099462,0.841940177816719
3,1,0,0,0.0591792982849823,0.115569336640028,0.134538922016161,0.360087832695536,0.330624610363293,0.854091968704179,0.35329393984534
3,1,0,0,0.0600053386902108,0.116886756918126,0.140960959677335,0.358321520687058,0.323825424027271,0.497888935346408,0.354292615032746
3,1,0,0,0.0830787354471248,0.157595080413627,0.166912780250981,0.351002494162301,0.241410909725967,0.371162634408602,0.464697273378156
3,1,0,0,0.169422891793252,0.28852248719279,0.244162326746982,0.202009563480302,0.0958827307866748,0.587784386837121,1.02638778689702
3,1,0,0,0.145141002571661,0.2572225473128,0.243688533810472,0.267965710794312,0.0859822055107552,0.64268313172043,0.786397365266181
3,1,0,0,0.0579608637347485,0.114120734278083,0.134011097575041,0.362101354975411,0.331805949436717,0.170819042873289,0.346860065955172
3,1,0,0,0.0718092568886924,0.139890224885209,0.159177148548123,0.392402022237939,0.236721347440036,0.995001365087366,0.383806156915255
3,1,0,0,0.0812982070484871,0.160038981809155,0.181689758804917,0.408421153306611,0.16855189903083,1.02726859382637,0.408969202067612
3,1,0,0,0.106019452754556,0.200520253719922,0.212777822506843,0.378513453392949,0.102169017625731,0.597114787619135,0.518424199660317
3,1,0,0,0.0767417437065923,0.149540720291279,0.168634997784145,0.399619255038486,0.205463283179498,0.790645123106061,0.398206371309818
3,1,0,0,0.0924432074535185,0.181167498364013,0.200605975358647,0.410683562719106,0.115099756104715,0.588057146566471,0.44759592431096
3,1,0,0,0.144894866941991,0.265483854044166,0.255399210214749,0.285578103307809,0.0486439654912858,1.08820805076979,0.75858767221492
3,1,0,0,0.151727793646199,0.288474048621303,0.295000448820913,0.211981076391259,0.0528166325203259,2.52507017312744,0.868279849217931
3,1,0,0,0.166225676582107,0.316038299616157,0.323188309925775,0.142638880025322,0.0519088338506388,2.23236177297165,1.03528515853464
3,1,0,0,0.148559598034269,0.27078338911361,0.260937327120449,0.270325821873264,0.0493938638584083,0.832775995845552,0.789331968426896
3,1,0,0,0.0868442871698266,0.172586813938068,0.198026067458022,0.412782819663176,0.129760011770908,0.39645450536107,0.424733671329863
3,1,0,0,0.091748037108723,0.175377368425775,0.191829041182941,0.387484935923584,0.153560617358977,0.479325503650415,0.461106439842343
3,1,0,0,0.122435828222495,0.225315684956808,0.228187605394568,0.319603157224199,0.104457724201931,0.381328812316716,0.634825442321886
3,1,0,0,0.0782079515265293,0.152201983858916,0.172306354816697,0.401116070469963,0.196167639327894,0.398377321603128,0.401815355006845
3,1,0,0,0.103754894580612,0.199858772054484,0.215171617319898,0.37502988187605,0.106184834168955,1.19580629887586,0.514423746887665
