"","x"
"1",9.22045439999408e-10
"2",0
"3",1.11022302462516e-16
"4",9.62616675836969e-06
"5",6.42322984800714e-08
"6",0
"7",1.10200737424293e-12
"8",0
"9",0.00443729946934124
"10",0.0592665824621169
"11",0.000133174888070742
"12",0
"13",0.000212597570593664
"14",0.0166532047946624
"15",0
"16",0
"17",0
"18",2.38250691952935e-07
"19",0.0288844283276628
"20",1.14169566822753e-06
"21",0.0019085790453085
"22",3.53138759894289e-05
"23",0.220327422426616
"24",0.214353503357642
"25",0
"26",0.0135843955799525
"27",0.127456428541162
"28",6.37729868913084e-11
"29",0.00375967353290996
"30",0.356140911369295
"31",0.0503830623332356
"32",0.0259076282648555
"33",0.0649458426077812
"34",0.0132894072445753
"35",0.00502492622591533
"36",0.0641218210099812
"37",0.000102566514430746
"38",1.79072263268854e-05
"39",0.00494832108788212
"40",0.00418172377647053
"41",0.00271727130146882
"42",0.000137337084720857
"43",0
"44",0
"45",0
"46",0
"47",0.0154149156535035
"48",0.000948146434648578
"49",0
"50",1.05933616313392e-05
"51",0.00663370157689658
"52",0
"53",0
"54",0.297255333524411
"55",0
"56",1.71782095240713e-05
"57",0
"58",0.308510550263568
"59",7.72685114047711e-05
"60",0.00750204600846438
"61",0.282658195999627
"62",5.54270669472778e-07
"63",0.00333819563712334
"64",0.0354651011440246
"65",0.01979615332935
"66",2.07455382872368e-08
"67",0.0489029773564037
"68",6.33388500433929e-05
"69",0.00105370015727702
"70",0.08503033823371
"71",1.56314976729188e-05
"72",2.7292331727935e-09
"73",0.000129492695898015
"74",3.13962818521141e-06
"75",0.211764493549821
"76",0.000422119264954945
"77",0
"78",0
"79",0.000885360097077292
"80",2.55566678930563e-11
"81",0.347086852300342
"82",0.0193626531097614
"83",6.03179362889117e-05
"84",1.03211774636902e-05
"85",0.00343450984656601
"86",7.69842227018591e-05
"87",5.17128099208897e-05
"88",0.0133526951206999
"89",0
"90",0.00759613989312247
"91",0.261125086577996
"92",0
"93",0
"94",0
"95",6.46275298210597e-06
"96",0.295412400570074
"97",1.16267906413725e-09
"98",0.00336094277540411
"99",0.0843292157604488
"100",0.0265769442633602
"101",0.414282870766539
"102",0.58880041684953
"103",0.000697094481186933
"104",0.0333935566268624
"105",0.00444744839321476
"106",0.00202447902495273
"107",6.49298523835995e-08
"108",0.00335525429883266
"109",0.464966850639952
"110",0.335476024281877
"111",0.0960154236188949
"112",1.24183312661952e-05
"113",0.00122280485329285
"114",0.000323443789749023
"115",0.0113036933775914
"116",0.027853143644585
"117",0.00113121054237186
"118",0.014679723576575
"119",0.243334607147227
"120",0.00466399809405593
"121",0.0066782515701076
"122",0.000231978226805096
"123",0.0242187498649701
"124",0.127777898013789
"125",0.134587888797315
"126",0.0468139114003623
"127",0.0124926674881842
"128",0.0284621077678414
"129",0.0994170611937696
"130",0.339459790341503
"131",0.000646741092431458
"132",0.000434431312194006
"133",0.0824058495834655
"134",0.0317254456509386
"135",0.0919122008700579
"136",0.98515179533111
"137",0.0128132743852308
"138",0.0270464285363934
"139",0.466308097758873
"140",0.191239936224089
"141",7.41060997824228e-05
"142",0.284343097577772
"143",0.352646319575938
"144",0.00281073479204352
"145",1.11805289471079e-08
"146",0
"147",0
"148",0.041242934957896
"149",0.0275606396064194
"150",0.0539858741332245
"151",6.21724893790088e-15
"152",0.000100829483478782
"153",0.137910870145026
"154",0.242707696247089
"155",0.195764928869577
"156",0.00105861342266322
"157",0.0167217324564118
"158",1.75547416866317e-05
"159",0.0380813838518869
"160",0.0552922492566719
"161",0.0222629682106182
"162",0.000324496686982867
"163",0.00112418326129804
"164",2.01871012683874e-07
"165",0.0037589851822839
"166",0.0334979497555216
"167",0.000932791638704189
"168",0.0572524090009415
"169",0.266017776646038
"170",0
"171",0.008014750117323
"172",7.89665018136043e-05
"173",0.0118967113125853
"174",0.00579423458608785
"175",0.0478085064043781
"176",0.00037347995928938
"177",0.00792673809451983
"178",0
"179",0.961383560413664
"180",0
"181",0.000302641371655032
"182",0.0533601382145904
"183",0.00449764512311468
"184",0.168170789112617
"185",0.140569586142312
"186",0.0344197423197488
"187",0.419398265542121
"188",0.0225719670498502
"189",0
"190",0.242126994862273
"191",0.540706886279562
"192",0.0022025354527867
"193",2.69027742438865e-06
"194",0.0298025232318802
"195",0.0671492542392346
"196",0.0040550535942433
"197",0.00111221537259365
"198",0.387930687848636
"199",0.00569662557216988
"200",0.00383152903640915
"201",0.148676619917744
"202",0.00176354507805843
"203",0.282683901147829
"204",0.000630486637898997
"205",0.477711200238519
"206",0.2534137998359
"207",0.102475918180818
"208",0.00196809602692527
"209",0.000946322398690636
"210",0.00889173270596089
"211",0.00206720769125579
"212",0.00902484119179947
"213",0.00146957948532278
"214",6.22234728664406e-06
"215",0.033178717208208
"216",0.00272346050333483
"217",0.724780022989077
"218",0.00250355137679092
"219",0.00973647836440428
"220",0.00982816035064893
"221",0
"222",0
"223",0.0540960256147257
"224",0
"225",0
"226",7.85849163520425e-12
"227",0.0702003145741462
"228",0
"229",0.000447350735287344
"230",2.74582486448072e-06
"231",0.0676581840759692
"232",0.00233763705694812
"233",0.01922049010149
"234",3.2085362079326e-05
"235",1.52260426489192e-11
"236",0.000671915906538589
"237",0
"238",0.000725971691913907
"239",0.0263977371134102
"240",0.325565444593311
"241",2.90006310965651e-07
"242",3.77182384014851e-06
"243",7.29416527178728e-14
"244",0.00863940878085223
"245",0.00326544780701055
"246",7.22031520128397e-08
"247",2.21527808441646e-06
"248",2.41214093144038e-09
"249",1.94477972059737e-07
"250",0.00137426615920799
"251",1.11823852637638e-05
"252",0.000133038155270104
"253",3.33066907387547e-16
"254",0.00828092828098881
"255",0
"256",0.0438635295504143
"257",4.98563423878551e-09
"258",0.0168234629666931
"259",0.00336171804714158
"260",0
"261",1.03217619485951e-05
"262",0
"263",0
"264",4.51576065545467e-05
"265",3.08573053816596e-05
"266",0.000448831618232948
"267",0.0276290727429944
"268",0.0109512982337002
"269",0
"270",0.000994378466435353
"271",0.00448163155316639
"272",0.00116478164662692
"273",0.147291253294482
"274",0.0122499458892621
"275",0.00491397261991167
"276",0.00761893192685981
"277",0
"278",1.1647802311554e-07
"279",0
"280",2.2524140556035e-06
"281",3.5527136788005e-15
"282",0.000493866230009687
"283",0.000256620178855083
"284",0.00160498166533973
"285",0.00152103930495961
"286",0.513751787178565
"287",0.546728770305964
"288",0.00034754143908089
"289",9.41630473594302e-09
"290",0.000221415649944157
"291",8.68122354225065e-07
"292",0.00161832260773853
"293",0.019957452726371
"294",0.00158512968192581
"295",0.00013716767041827
"296",8.3093116831634e-09
"297",0.00281359556758176
"298",0.000982995381305196
"299",0.00395547257382944
"300",4.71803983901342e-05
"301",0.00330888382615202
"302",0.00117302413251608
"303",0.0072667407064867
"304",0.00931848533918567
"305",0.000112563347727579
